,gemini-2.5-flash,gpt-4o
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,21,21
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,73.42657342657343,68.88111888111888
kbaa-p009:matches,,
kbaa-p009:total,,
kbaa-p009:mismatch_bool,True,True
kbaa-p009:pred_nrows,21,21
kbaa-p009:pred_adj_nrows,21,21
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,,
kbaa-p010:__COL__:lastname,21,
kbaa-p010:__COL__:firstname,21,
kbaa-p010:__COL__:maidenname,22,
kbaa-p010:__COL__:birthyear,21,
kbaa-p010:__COL__:deathyear,20,
kbaa-p010:__COL__:title,19,
kbaa-p010:__COL__:city,22,
kbaa-p010:__COL__:publisher,22,
kbaa-p010:__COL__:publishyear,22,
kbaa-p010:__COL__:pagecount,22,
kbaa-p010:__COL__:library,22,
kbaa-p010:__COL__:description,18,
kbaa-p010:__COL__:index,22,
kbaa-p010:matches,274,
kbaa-p010:total,286,
kbaa-p010:mismatch_bool,False,True
kbaa-p010:pred_nrows,21,18
kbaa-p010:pred_adj_nrows,22,18
kbaa-p010:gt_nrows,22,22
kbaa-p010:matches_pct,95.8041958041958,
kbaa-p011:__COL__:lastname,22,
kbaa-p011:__COL__:firstname,22,
kbaa-p011:__COL__:maidenname,22,
kbaa-p011:__COL__:birthyear,22,
kbaa-p011:__COL__:deathyear,21,
kbaa-p011:__COL__:title,20,
kbaa-p011:__COL__:city,21,
kbaa-p011:__COL__:publisher,21,
kbaa-p011:__COL__:publishyear,21,
kbaa-p011:__COL__:pagecount,21,
kbaa-p011:__COL__:library,21,
kbaa-p011:__COL__:description,19,
kbaa-p011:__COL__:index,22,
kbaa-p011:matches,275,
kbaa-p011:total,286,
kbaa-p011:mismatch_bool,False,True
kbaa-p011:pred_nrows,21,19
kbaa-p011:pred_adj_nrows,22,19
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,96.15384615384616,
kbaa-p012:__COL__:lastname,20,21
kbaa-p012:__COL__:firstname,21,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,20
kbaa-p012:__COL__:deathyear,21,20
kbaa-p012:__COL__:title,15,15
kbaa-p012:__COL__:city,18,17
kbaa-p012:__COL__:publisher,20,16
kbaa-p012:__COL__:publishyear,19,20
kbaa-p012:__COL__:pagecount,20,19
kbaa-p012:__COL__:library,20,17
kbaa-p012:__COL__:description,16,18
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,253,246
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,20,20
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,92.67399267399267,90.10989010989012
kbaa-p038:__COL__:lastname,21,21
kbaa-p038:__COL__:firstname,21,20
kbaa-p038:__COL__:maidenname,21,20
kbaa-p038:__COL__:birthyear,21,21
kbaa-p038:__COL__:deathyear,21,21
kbaa-p038:__COL__:title,18,19
kbaa-p038:__COL__:city,21,21
kbaa-p038:__COL__:publisher,20,20
kbaa-p038:__COL__:publishyear,21,21
kbaa-p038:__COL__:pagecount,21,20
kbaa-p038:__COL__:library,21,20
kbaa-p038:__COL__:description,13,18
kbaa-p038:__COL__:index,21,21
kbaa-p038:matches,261,263
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,21,21
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,95.6043956043956,96.33699633699634
kbaa-p039:__COL__:lastname,21,21
kbaa-p039:__COL__:firstname,21,21
kbaa-p039:__COL__:maidenname,21,21
kbaa-p039:__COL__:birthyear,21,21
kbaa-p039:__COL__:deathyear,21,21
kbaa-p039:__COL__:title,3,17
kbaa-p039:__COL__:city,20,20
kbaa-p039:__COL__:publisher,20,19
kbaa-p039:__COL__:publishyear,21,21
kbaa-p039:__COL__:pagecount,21,19
kbaa-p039:__COL__:library,21,21
kbaa-p039:__COL__:description,19,18
kbaa-p039:__COL__:index,21,21
kbaa-p039:matches,251,261
kbaa-p039:total,273,273
kbaa-p039:mismatch_bool,False,False
kbaa-p039:pred_nrows,20,20
kbaa-p039:pred_adj_nrows,21,21
kbaa-p039:gt_nrows,21,21
kbaa-p039:matches_pct,91.94139194139194,95.6043956043956
kbaa-p043:__COL__:lastname,20,20
kbaa-p043:__COL__:firstname,19,19
kbaa-p043:__COL__:maidenname,20,19
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,15,19
kbaa-p043:__COL__:city,20,20
kbaa-p043:__COL__:publisher,20,19
kbaa-p043:__COL__:publishyear,20,20
kbaa-p043:__COL__:pagecount,20,18
kbaa-p043:__COL__:library,19,18
kbaa-p043:__COL__:description,12,15
kbaa-p043:__COL__:index,20,20
kbaa-p043:matches,245,247
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,94.23076923076923,95.0
kbaa-p048:__COL__:lastname,20,
kbaa-p048:__COL__:firstname,21,
kbaa-p048:__COL__:maidenname,22,
kbaa-p048:__COL__:birthyear,22,
kbaa-p048:__COL__:deathyear,22,
kbaa-p048:__COL__:title,20,
kbaa-p048:__COL__:city,21,
kbaa-p048:__COL__:publisher,21,
kbaa-p048:__COL__:publishyear,21,
kbaa-p048:__COL__:pagecount,21,
kbaa-p048:__COL__:library,21,
kbaa-p048:__COL__:description,20,
kbaa-p048:__COL__:index,22,
kbaa-p048:matches,274,
kbaa-p048:total,286,
kbaa-p048:mismatch_bool,False,True
kbaa-p048:pred_nrows,21,10
kbaa-p048:pred_adj_nrows,22,10
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,95.8041958041958,
kbaa-p049:__COL__:lastname,18,19
kbaa-p049:__COL__:firstname,18,16
kbaa-p049:__COL__:maidenname,19,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,18
kbaa-p049:__COL__:city,19,18
kbaa-p049:__COL__:publisher,19,16
kbaa-p049:__COL__:publishyear,19,18
kbaa-p049:__COL__:pagecount,19,18
kbaa-p049:__COL__:library,18,16
kbaa-p049:__COL__:description,17,16
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,242,231
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,97.97570850202429,93.52226720647774
kbaa-p058:__COL__:lastname,21,
kbaa-p058:__COL__:firstname,19,
kbaa-p058:__COL__:maidenname,21,
kbaa-p058:__COL__:birthyear,21,
kbaa-p058:__COL__:deathyear,21,
kbaa-p058:__COL__:title,16,
kbaa-p058:__COL__:city,20,
kbaa-p058:__COL__:publisher,21,
kbaa-p058:__COL__:publishyear,21,
kbaa-p058:__COL__:pagecount,21,
kbaa-p058:__COL__:library,21,
kbaa-p058:__COL__:description,18,
kbaa-p058:__COL__:index,21,
kbaa-p058:matches,262,
kbaa-p058:total,273,
kbaa-p058:mismatch_bool,False,True
kbaa-p058:pred_nrows,20,19
kbaa-p058:pred_adj_nrows,21,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,95.97069597069597,
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,18
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,19,18
kbaa-p059:__COL__:city,20,19
kbaa-p059:__COL__:publisher,20,19
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,20,18
kbaa-p059:__COL__:library,18,17
kbaa-p059:__COL__:description,16,15
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,253,243
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,97.3076923076923,93.46153846153847
kbaa-p060:__COL__:lastname,19,13
kbaa-p060:__COL__:firstname,19,8
kbaa-p060:__COL__:maidenname,19,17
kbaa-p060:__COL__:birthyear,19,10
kbaa-p060:__COL__:deathyear,19,14
kbaa-p060:__COL__:title,18,8
kbaa-p060:__COL__:city,19,8
kbaa-p060:__COL__:publisher,19,9
kbaa-p060:__COL__:publishyear,19,8
kbaa-p060:__COL__:pagecount,19,8
kbaa-p060:__COL__:library,19,8
kbaa-p060:__COL__:description,16,8
kbaa-p060:__COL__:index,19,8
kbaa-p060:matches,243,127
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,19,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,98.38056680161942,51.417004048582996
kbaa-p061:__COL__:lastname,20,
kbaa-p061:__COL__:firstname,18,
kbaa-p061:__COL__:maidenname,20,
kbaa-p061:__COL__:birthyear,20,
kbaa-p061:__COL__:deathyear,20,
kbaa-p061:__COL__:title,20,
kbaa-p061:__COL__:city,18,
kbaa-p061:__COL__:publisher,17,
kbaa-p061:__COL__:publishyear,20,
kbaa-p061:__COL__:pagecount,19,
kbaa-p061:__COL__:library,20,
kbaa-p061:__COL__:description,18,
kbaa-p061:__COL__:index,20,
kbaa-p061:matches,250,
kbaa-p061:total,260,
kbaa-p061:mismatch_bool,False,True
kbaa-p061:pred_nrows,20,18
kbaa-p061:pred_adj_nrows,20,18
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,96.15384615384616,
kbaa-p062:__COL__:lastname,20,
kbaa-p062:__COL__:firstname,17,
kbaa-p062:__COL__:maidenname,21,
kbaa-p062:__COL__:birthyear,21,
kbaa-p062:__COL__:deathyear,21,
kbaa-p062:__COL__:title,20,
kbaa-p062:__COL__:city,21,
kbaa-p062:__COL__:publisher,21,
kbaa-p062:__COL__:publishyear,21,
kbaa-p062:__COL__:pagecount,21,
kbaa-p062:__COL__:library,21,
kbaa-p062:__COL__:description,18,
kbaa-p062:__COL__:index,21,
kbaa-p062:matches,264,
kbaa-p062:total,273,
kbaa-p062:mismatch_bool,False,True
kbaa-p062:pred_nrows,21,19
kbaa-p062:pred_adj_nrows,21,19
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,96.7032967032967,
kbaa-p063:__COL__:lastname,17,18
kbaa-p063:__COL__:firstname,17,18
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,14,17
kbaa-p063:__COL__:city,17,17
kbaa-p063:__COL__:publisher,16,18
kbaa-p063:__COL__:publishyear,17,17
kbaa-p063:__COL__:pagecount,17,16
kbaa-p063:__COL__:library,18,16
kbaa-p063:__COL__:description,17,17
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,221,225
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,94.44444444444444,96.15384615384616
kbaa-p064:__COL__:lastname,21,22
kbaa-p064:__COL__:firstname,20,21
kbaa-p064:__COL__:maidenname,22,21
kbaa-p064:__COL__:birthyear,22,22
kbaa-p064:__COL__:deathyear,22,22
kbaa-p064:__COL__:title,21,19
kbaa-p064:__COL__:city,20,22
kbaa-p064:__COL__:publisher,21,22
kbaa-p064:__COL__:publishyear,21,22
kbaa-p064:__COL__:pagecount,22,22
kbaa-p064:__COL__:library,22,22
kbaa-p064:__COL__:description,21,20
kbaa-p064:__COL__:index,22,22
kbaa-p064:matches,277,279
kbaa-p064:total,286,286
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,22,21
kbaa-p064:pred_adj_nrows,22,22
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,96.85314685314685,97.55244755244755
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,15,15
kbaa-p065:__COL__:city,18,18
kbaa-p065:__COL__:publisher,18,16
kbaa-p065:__COL__:publishyear,19,19
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,18
kbaa-p065:__COL__:description,17,17
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,238,235
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,96.35627530364373,95.1417004048583
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,17
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,16,17
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,17,13
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,11
kbaa-p066:__COL__:description,18,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,231,220
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,98.71794871794873,94.01709401709401
kbaa-p067:__COL__:lastname,19,20
kbaa-p067:__COL__:firstname,18,18
kbaa-p067:__COL__:maidenname,19,19
kbaa-p067:__COL__:birthyear,20,20
kbaa-p067:__COL__:deathyear,20,20
kbaa-p067:__COL__:title,16,18
kbaa-p067:__COL__:city,20,20
kbaa-p067:__COL__:publisher,18,19
kbaa-p067:__COL__:publishyear,20,18
kbaa-p067:__COL__:pagecount,20,19
kbaa-p067:__COL__:library,20,15
kbaa-p067:__COL__:description,14,14
kbaa-p067:__COL__:index,20,20
kbaa-p067:matches,244,240
kbaa-p067:total,260,260
kbaa-p067:mismatch_bool,False,False
kbaa-p067:pred_nrows,20,19
kbaa-p067:pred_adj_nrows,20,20
kbaa-p067:gt_nrows,20,20
kbaa-p067:matches_pct,93.84615384615384,92.3076923076923
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,19,7
kbaa-p068:__COL__:maidenname,19,18
kbaa-p068:__COL__:birthyear,20,17
kbaa-p068:__COL__:deathyear,20,17
kbaa-p068:__COL__:title,14,17
kbaa-p068:__COL__:city,19,19
kbaa-p068:__COL__:publisher,20,17
kbaa-p068:__COL__:publishyear,20,19
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,19,18
kbaa-p068:__COL__:description,19,19
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,249,228
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,95.76923076923077,87.6923076923077
kbaa-p069:__COL__:lastname,22,21
kbaa-p069:__COL__:firstname,20,20
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,22,22
kbaa-p069:__COL__:city,22,22
kbaa-p069:__COL__:publisher,20,20
kbaa-p069:__COL__:publishyear,21,21
kbaa-p069:__COL__:pagecount,21,21
kbaa-p069:__COL__:library,20,20
kbaa-p069:__COL__:description,19,20
kbaa-p069:__COL__:index,22,22
kbaa-p069:matches,274,275
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,21,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,95.8041958041958,96.15384615384616
kbaa-p070:__COL__:lastname,18,
kbaa-p070:__COL__:firstname,18,
kbaa-p070:__COL__:maidenname,19,
kbaa-p070:__COL__:birthyear,19,
kbaa-p070:__COL__:deathyear,19,
kbaa-p070:__COL__:title,19,
kbaa-p070:__COL__:city,16,
kbaa-p070:__COL__:publisher,18,
kbaa-p070:__COL__:publishyear,18,
kbaa-p070:__COL__:pagecount,19,
kbaa-p070:__COL__:library,18,
kbaa-p070:__COL__:description,17,
kbaa-p070:__COL__:index,18,
kbaa-p070:matches,236,
kbaa-p070:total,247,
kbaa-p070:mismatch_bool,False,True
kbaa-p070:pred_nrows,18,17
kbaa-p070:pred_adj_nrows,19,17
kbaa-p070:gt_nrows,19,19
kbaa-p070:matches_pct,95.54655870445345,
kbaa-p071:__COL__:lastname,21,21
kbaa-p071:__COL__:firstname,20,19
kbaa-p071:__COL__:maidenname,20,19
kbaa-p071:__COL__:birthyear,20,20
kbaa-p071:__COL__:deathyear,21,20
kbaa-p071:__COL__:title,17,19
kbaa-p071:__COL__:city,20,19
kbaa-p071:__COL__:publisher,21,17
kbaa-p071:__COL__:publishyear,19,19
kbaa-p071:__COL__:pagecount,21,19
kbaa-p071:__COL__:library,21,15
kbaa-p071:__COL__:description,19,20
kbaa-p071:__COL__:index,21,21
kbaa-p071:matches,261,248
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,21,21
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,95.6043956043956,90.84249084249085
kbaa-p072:__COL__:lastname,8,20
kbaa-p072:__COL__:firstname,4,19
kbaa-p072:__COL__:maidenname,18,19
kbaa-p072:__COL__:birthyear,7,19
kbaa-p072:__COL__:deathyear,18,20
kbaa-p072:__COL__:title,4,18
kbaa-p072:__COL__:city,6,19
kbaa-p072:__COL__:publisher,5,19
kbaa-p072:__COL__:publishyear,5,20
kbaa-p072:__COL__:pagecount,4,20
kbaa-p072:__COL__:library,5,20
kbaa-p072:__COL__:description,3,18
kbaa-p072:__COL__:index,4,20
kbaa-p072:matches,91,251
kbaa-p072:total,260,260
kbaa-p072:mismatch_bool,False,False
kbaa-p072:pred_nrows,20,19
kbaa-p072:pred_adj_nrows,20,20
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,35.0,96.53846153846153
kbaa-p073:__COL__:lastname,18,19
kbaa-p073:__COL__:firstname,17,18
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,17
kbaa-p073:__COL__:deathyear,19,17
kbaa-p073:__COL__:title,16,18
kbaa-p073:__COL__:city,18,19
kbaa-p073:__COL__:publisher,19,18
kbaa-p073:__COL__:publishyear,19,18
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,18,18
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,239,238
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,96.76113360323887,96.35627530364373
kbaa-p096:__COL__:lastname,16,5
kbaa-p096:__COL__:firstname,17,4
kbaa-p096:__COL__:maidenname,18,16
kbaa-p096:__COL__:birthyear,18,5
kbaa-p096:__COL__:deathyear,18,11
kbaa-p096:__COL__:title,15,3
kbaa-p096:__COL__:city,16,5
kbaa-p096:__COL__:publisher,17,5
kbaa-p096:__COL__:publishyear,18,3
kbaa-p096:__COL__:pagecount,17,4
kbaa-p096:__COL__:library,16,0
kbaa-p096:__COL__:description,17,2
kbaa-p096:__COL__:index,18,3
kbaa-p096:matches,221,66
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,18,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,94.44444444444444,28.205128205128204
kbaa-p100:__COL__:lastname,20,20
kbaa-p100:__COL__:firstname,20,19
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,20,19
kbaa-p100:__COL__:deathyear,20,20
kbaa-p100:__COL__:title,17,14
kbaa-p100:__COL__:city,20,20
kbaa-p100:__COL__:publisher,20,19
kbaa-p100:__COL__:publishyear,20,16
kbaa-p100:__COL__:pagecount,20,19
kbaa-p100:__COL__:library,20,19
kbaa-p100:__COL__:description,15,16
kbaa-p100:__COL__:index,19,15
kbaa-p100:matches,251,236
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,20,20
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,96.53846153846153,90.76923076923077
kbaa-p101:__COL__:lastname,22,14
kbaa-p101:__COL__:firstname,21,10
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,22,14
kbaa-p101:__COL__:deathyear,22,20
kbaa-p101:__COL__:title,21,9
kbaa-p101:__COL__:city,22,11
kbaa-p101:__COL__:publisher,20,10
kbaa-p101:__COL__:publishyear,22,12
kbaa-p101:__COL__:pagecount,22,12
kbaa-p101:__COL__:library,22,11
kbaa-p101:__COL__:description,19,9
kbaa-p101:__COL__:index,22,12
kbaa-p101:matches,279,166
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,22,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,97.55244755244755,58.04195804195804
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,16
kbaa-p106:__COL__:maidenname,19,18
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,18,19
kbaa-p106:__COL__:title,16,16
kbaa-p106:__COL__:city,19,19
kbaa-p106:__COL__:publisher,19,17
kbaa-p106:__COL__:publishyear,19,17
kbaa-p106:__COL__:pagecount,19,18
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,17,18
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,241,232
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,97.57085020242914,93.92712550607287
kbaa-p107:__COL__:lastname,22,
kbaa-p107:__COL__:firstname,22,
kbaa-p107:__COL__:maidenname,22,
kbaa-p107:__COL__:birthyear,22,
kbaa-p107:__COL__:deathyear,22,
kbaa-p107:__COL__:title,21,
kbaa-p107:__COL__:city,22,
kbaa-p107:__COL__:publisher,22,
kbaa-p107:__COL__:publishyear,22,
kbaa-p107:__COL__:pagecount,22,
kbaa-p107:__COL__:library,22,
kbaa-p107:__COL__:description,20,
kbaa-p107:__COL__:index,22,
kbaa-p107:matches,283,
kbaa-p107:total,286,
kbaa-p107:mismatch_bool,False,True
kbaa-p107:pred_nrows,21,19
kbaa-p107:pred_adj_nrows,22,19
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,98.95104895104895,
kbaa-p113:__COL__:lastname,21,22
kbaa-p113:__COL__:firstname,21,21
