,gemini-2.5-flash,gpt-4o
kbaa-p070:__COL__:library,17,4
kbaa-p070:__COL__:description,16,1
kbaa-p070:__COL__:index,17,1
kbaa-p070:matches,206,43
kbaa-p070:total,234,234
kbaa-p070:mismatch_bool,False,False
kbaa-p070:pred_nrows,18,17
kbaa-p070:pred_adj_nrows,18,18
kbaa-p070:gt_nrows,18,18
kbaa-p070:matches_pct,88.03418803418803,18.37606837606838
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,7,11
kbaa-p066:__COL__:city,18,17
kbaa-p066:__COL__:publisher,16,13
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,16
kbaa-p066:__COL__:description,16,1
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,219,202
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,93.58974358974359,86.32478632478633
kbaa-p119:__COL__:lastname,20,20
kbaa-p119:__COL__:firstname,20,18
kbaa-p119:__COL__:maidenname,20,19
kbaa-p119:__COL__:birthyear,20,20
kbaa-p119:__COL__:deathyear,20,20
kbaa-p119:__COL__:title,17,3
kbaa-p119:__COL__:city,18,18
kbaa-p119:__COL__:publisher,17,17
kbaa-p119:__COL__:publishyear,20,20
kbaa-p119:__COL__:pagecount,20,20
kbaa-p119:__COL__:library,20,20
kbaa-p119:__COL__:description,16,18
kbaa-p119:__COL__:index,19,20
kbaa-p119:matches,247,233
kbaa-p119:total,260,260
kbaa-p119:mismatch_bool,False,False
kbaa-p119:pred_nrows,19,19
kbaa-p119:pred_adj_nrows,20,20
kbaa-p119:gt_nrows,20,20
kbaa-p119:matches_pct,95.0,89.61538461538461
kbaa-p011:matches,,
kbaa-p011:total,,
kbaa-p011:mismatch_bool,True,True
kbaa-p011:pred_nrows,20,20
kbaa-p011:pred_adj_nrows,20,20
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,,
kbaa-p007:__COL__:lastname,21,21
kbaa-p007:__COL__:firstname,21,20
kbaa-p007:__COL__:maidenname,21,21
kbaa-p007:__COL__:birthyear,21,21
kbaa-p007:__COL__:deathyear,20,21
kbaa-p007:__COL__:title,17,1
kbaa-p007:__COL__:city,21,20
kbaa-p007:__COL__:publisher,19,19
kbaa-p007:__COL__:publishyear,21,20
kbaa-p007:__COL__:pagecount,19,18
kbaa-p007:__COL__:library,19,20
kbaa-p007:__COL__:description,18,16
kbaa-p007:__COL__:index,21,21
kbaa-p007:matches,259,239
kbaa-p007:total,273,273
kbaa-p007:mismatch_bool,False,False
kbaa-p007:pred_nrows,20,20
kbaa-p007:pred_adj_nrows,21,21
kbaa-p007:gt_nrows,21,21
kbaa-p007:matches_pct,94.87179487179486,87.54578754578755
kbaa-p115:__COL__:lastname,18,17
kbaa-p115:__COL__:firstname,17,17
kbaa-p115:__COL__:maidenname,18,18
kbaa-p115:__COL__:birthyear,18,17
kbaa-p115:__COL__:deathyear,18,16
kbaa-p115:__COL__:title,15,16
kbaa-p115:__COL__:city,18,16
kbaa-p115:__COL__:publisher,15,13
kbaa-p115:__COL__:publishyear,18,18
kbaa-p115:__COL__:pagecount,17,17
kbaa-p115:__COL__:library,17,1
kbaa-p115:__COL__:description,16,17
kbaa-p115:__COL__:index,18,18
kbaa-p115:matches,223,201
kbaa-p115:total,234,234
kbaa-p115:mismatch_bool,False,False
kbaa-p115:pred_nrows,18,18
kbaa-p115:pred_adj_nrows,18,18
kbaa-p115:gt_nrows,18,18
kbaa-p115:matches_pct,95.2991452991453,85.8974358974359
kbaa-p061:__COL__:lastname,20,20
kbaa-p061:__COL__:firstname,19,18
kbaa-p061:__COL__:maidenname,20,19
kbaa-p061:__COL__:birthyear,20,20
kbaa-p061:__COL__:deathyear,20,20
kbaa-p061:__COL__:title,17,4
kbaa-p061:__COL__:city,19,20
kbaa-p061:__COL__:publisher,17,17
kbaa-p061:__COL__:publishyear,20,20
kbaa-p061:__COL__:pagecount,19,18
kbaa-p061:__COL__:library,20,20
kbaa-p061:__COL__:description,16,15
kbaa-p061:__COL__:index,20,20
kbaa-p061:matches,247,231
kbaa-p061:total,260,260
kbaa-p061:mismatch_bool,False,False
kbaa-p061:pred_nrows,20,20
kbaa-p061:pred_adj_nrows,20,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,95.0,88.84615384615384
kbaa-p124:__COL__:lastname,19,19
kbaa-p124:__COL__:firstname,18,18
kbaa-p124:__COL__:maidenname,19,18
kbaa-p124:__COL__:birthyear,19,19
kbaa-p124:__COL__:deathyear,19,19
kbaa-p124:__COL__:title,13,1
kbaa-p124:__COL__:city,19,18
kbaa-p124:__COL__:publisher,19,15
kbaa-p124:__COL__:publishyear,18,18
kbaa-p124:__COL__:pagecount,19,18
kbaa-p124:__COL__:library,17,18
kbaa-p124:__COL__:description,16,15
kbaa-p124:__COL__:index,19,19
kbaa-p124:matches,234,215
kbaa-p124:total,247,247
kbaa-p124:mismatch_bool,False,False
kbaa-p124:pred_nrows,18,18
kbaa-p124:pred_adj_nrows,19,19
kbaa-p124:gt_nrows,19,19
kbaa-p124:matches_pct,94.73684210526315,87.04453441295547
kbaa-p113:__COL__:lastname,21,19
kbaa-p113:__COL__:firstname,21,19
kbaa-p113:__COL__:maidenname,22,21
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,18,7
kbaa-p113:__COL__:city,22,21
kbaa-p113:__COL__:publisher,22,19
kbaa-p113:__COL__:publishyear,22,22
kbaa-p113:__COL__:pagecount,22,22
kbaa-p113:__COL__:library,22,13
kbaa-p113:__COL__:description,21,21
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,279,250
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
kbaa-p113:pred_nrows,22,22
kbaa-p113:pred_adj_nrows,22,22
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,97.55244755244755,87.41258741258741
kbaa-p060:__COL__:lastname,13,13
kbaa-p060:__COL__:firstname,8,8
kbaa-p060:__COL__:maidenname,17,17
kbaa-p060:__COL__:birthyear,10,10
kbaa-p060:__COL__:deathyear,14,14
kbaa-p060:__COL__:title,0,6
kbaa-p060:__COL__:city,8,8
kbaa-p060:__COL__:publisher,8,8
kbaa-p060:__COL__:publishyear,8,8
kbaa-p060:__COL__:pagecount,8,8
kbaa-p060:__COL__:library,10,3
kbaa-p060:__COL__:description,8,8
kbaa-p060:__COL__:index,8,8
kbaa-p060:matches,120,119
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,18,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,48.582995951417004,48.178137651821864
kbaa-p063:__COL__:lastname,17,17
kbaa-p063:__COL__:firstname,16,14
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,0,8
kbaa-p063:__COL__:city,18,15
kbaa-p063:__COL__:publisher,17,16
kbaa-p063:__COL__:publishyear,18,16
kbaa-p063:__COL__:pagecount,17,16
kbaa-p063:__COL__:library,18,16
kbaa-p063:__COL__:description,17,16
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,209,205
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,89.31623931623932,87.6068376068376
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,17,7
kbaa-p059:__COL__:city,19,18
kbaa-p059:__COL__:publisher,19,17
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,19,18
kbaa-p059:__COL__:library,19,17
kbaa-p059:__COL__:description,15,15
kbaa-p059:__COL__:index,20,19
kbaa-p059:matches,248,230
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,95.38461538461539,88.46153846153845
kbaa-p096:__COL__:lastname,5,5
kbaa-p096:__COL__:firstname,4,4
kbaa-p096:__COL__:maidenname,16,17
kbaa-p096:__COL__:birthyear,5,4
kbaa-p096:__COL__:deathyear,11,11
kbaa-p096:__COL__:title,2,1
kbaa-p096:__COL__:city,5,5
kbaa-p096:__COL__:publisher,7,4
kbaa-p096:__COL__:publishyear,3,3
kbaa-p096:__COL__:pagecount,4,4
kbaa-p096:__COL__:library,0,0
kbaa-p096:__COL__:description,3,3
kbaa-p096:__COL__:index,3,3
kbaa-p096:matches,68,64
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,29.059829059829063,27.350427350427353
kbaa-p038:__COL__:lastname,21,20
kbaa-p038:__COL__:firstname,19,11
kbaa-p038:__COL__:maidenname,20,20
kbaa-p038:__COL__:birthyear,21,13
kbaa-p038:__COL__:deathyear,21,19
kbaa-p038:__COL__:title,9,6
kbaa-p038:__COL__:city,21,13
kbaa-p038:__COL__:publisher,19,11
kbaa-p038:__COL__:publishyear,21,10
kbaa-p038:__COL__:pagecount,21,9
kbaa-p038:__COL__:library,21,14
kbaa-p038:__COL__:description,14,11
kbaa-p038:__COL__:index,21,13
kbaa-p038:matches,249,170
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,21,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,91.20879120879121,62.27106227106227
kbaa-p043:__COL__:lastname,19,19
kbaa-p043:__COL__:firstname,18,17
kbaa-p043:__COL__:maidenname,19,18
kbaa-p043:__COL__:birthyear,19,19
kbaa-p043:__COL__:deathyear,19,19
kbaa-p043:__COL__:title,2,1
kbaa-p043:__COL__:city,19,19
kbaa-p043:__COL__:publisher,19,18
kbaa-p043:__COL__:publishyear,19,19
kbaa-p043:__COL__:pagecount,19,18
kbaa-p043:__COL__:library,18,17
kbaa-p043:__COL__:description,17,14
kbaa-p043:__COL__:index,19,19
kbaa-p043:matches,226,217
kbaa-p043:total,247,247
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,19,19
kbaa-p043:gt_nrows,19,19
kbaa-p043:matches_pct,91.49797570850203,87.85425101214574
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,16
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,18,19
kbaa-p106:__COL__:title,4,12
kbaa-p106:__COL__:city,18,19
kbaa-p106:__COL__:publisher,19,18
kbaa-p106:__COL__:publishyear,19,18
kbaa-p106:__COL__:pagecount,19,18
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,15,17
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,226,230
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,91.49797570850203,93.11740890688259
kbaa-p151:__COL__:lastname,20,20
kbaa-p151:__COL__:firstname,20,19
kbaa-p151:__COL__:maidenname,20,19
kbaa-p151:__COL__:birthyear,20,20
kbaa-p151:__COL__:deathyear,20,20
kbaa-p151:__COL__:title,16,1
kbaa-p151:__COL__:city,20,20
kbaa-p151:__COL__:publisher,20,19
kbaa-p151:__COL__:publishyear,19,20
kbaa-p151:__COL__:pagecount,20,20
kbaa-p151:__COL__:library,20,15
kbaa-p151:__COL__:description,16,16
kbaa-p151:__COL__:index,20,20
kbaa-p151:matches,251,229
kbaa-p151:total,260,260
kbaa-p151:mismatch_bool,False,False
kbaa-p151:pred_nrows,20,20
kbaa-p151:pred_adj_nrows,20,20
kbaa-p151:gt_nrows,20,20
kbaa-p151:matches_pct,96.53846153846153,88.07692307692308
kbaa-p003:__COL__:lastname,19,18
kbaa-p003:__COL__:firstname,18,18
kbaa-p003:__COL__:maidenname,19,19
kbaa-p003:__COL__:birthyear,19,19
kbaa-p003:__COL__:deathyear,19,19
kbaa-p003:__COL__:title,13,13
kbaa-p003:__COL__:city,19,18
kbaa-p003:__COL__:publisher,19,17
kbaa-p003:__COL__:publishyear,19,19
kbaa-p003:__COL__:pagecount,19,19
kbaa-p003:__COL__:library,19,16
kbaa-p003:__COL__:description,18,15
kbaa-p003:__COL__:index,19,18
kbaa-p003:matches,239,228
kbaa-p003:total,247,247
kbaa-p003:mismatch_bool,False,False
kbaa-p003:pred_nrows,19,18
kbaa-p003:pred_adj_nrows,19,19
kbaa-p003:gt_nrows,19,19
kbaa-p003:matches_pct,96.76113360323887,92.3076923076923
kbaa-p107:matches,,
kbaa-p107:total,,
kbaa-p107:mismatch_bool,True,True
kbaa-p107:pred_nrows,20,20
kbaa-p107:pred_adj_nrows,20,20
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,,
kbaa-p039:matches,,242
kbaa-p039:total,,260
kbaa-p039:mismatch_bool,True,False
kbaa-p039:pred_nrows,21,20
kbaa-p039:pred_adj_nrows,21,20
kbaa-p039:gt_nrows,20,20
kbaa-p039:matches_pct,,93.07692307692308
kbaa-p058:matches,,
kbaa-p058:total,,
kbaa-p058:mismatch_bool,True,True
kbaa-p058:pred_nrows,19,19
kbaa-p058:pred_adj_nrows,19,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,,
kbaa-p062:__COL__:lastname,20,19
kbaa-p062:__COL__:firstname,17,17
kbaa-p062:__COL__:maidenname,19,20
kbaa-p062:__COL__:birthyear,20,20
kbaa-p062:__COL__:deathyear,20,19
kbaa-p062:__COL__:title,9,15
kbaa-p062:__COL__:city,19,20
kbaa-p062:__COL__:publisher,19,16
kbaa-p062:__COL__:publishyear,19,17
kbaa-p062:__COL__:pagecount,19,20
kbaa-p062:__COL__:library,19,18
kbaa-p062:__COL__:description,15,15
kbaa-p062:__COL__:index,20,20
kbaa-p062:matches,235,236
kbaa-p062:total,260,260
kbaa-p062:mismatch_bool,False,False
kbaa-p062:pred_nrows,20,19
kbaa-p062:pred_adj_nrows,20,20
kbaa-p062:gt_nrows,20,20
kbaa-p062:matches_pct,90.38461538461539,90.76923076923077
kbaa-p069:__COL__:lastname,21,22
kbaa-p069:__COL__:firstname,20,20
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,4,4
kbaa-p069:__COL__:city,22,21
kbaa-p069:__COL__:publisher,21,20
kbaa-p069:__COL__:publishyear,20,20
kbaa-p069:__COL__:pagecount,21,21
kbaa-p069:__COL__:library,0,0
kbaa-p069:__COL__:description,18,20
kbaa-p069:__COL__:index,22,21
kbaa-p069:matches,234,235
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,21,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,81.81818181818183,82.16783216783216
kbaa-p100:__COL__:lastname,9,20
kbaa-p100:__COL__:firstname,6,20
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,6,19
kbaa-p100:__COL__:deathyear,12,16
kbaa-p100:__COL__:title,0,2
kbaa-p100:__COL__:city,6,18
kbaa-p100:__COL__:publisher,6,19
kbaa-p100:__COL__:publishyear,4,20
kbaa-p100:__COL__:pagecount,4,19
kbaa-p100:__COL__:library,8,19
kbaa-p100:__COL__:description,3,18
kbaa-p100:__COL__:index,3,18
kbaa-p100:matches,87,228
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,19,20
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,33.46153846153846,87.6923076923077
kbaa-p012:__COL__:lastname,21,21
kbaa-p012:__COL__:firstname,21,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,20
kbaa-p012:__COL__:deathyear,21,20
kbaa-p012:__COL__:title,7,1
kbaa-p012:__COL__:city,19,18
kbaa-p012:__COL__:publisher,20,16
kbaa-p012:__COL__:publishyear,20,20
kbaa-p012:__COL__:pagecount,20,19
kbaa-p012:__COL__:library,20,16
kbaa-p012:__COL__:description,16,17
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,248,231
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,20,20
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,90.84249084249085,84.61538461538461
kbaa-p004:__COL__:lastname,20,20
kbaa-p004:__COL__:firstname,20,19
kbaa-p004:__COL__:maidenname,20,20
kbaa-p004:__COL__:birthyear,20,20
kbaa-p004:__COL__:deathyear,20,20
kbaa-p004:__COL__:title,15,2
kbaa-p004:__COL__:city,18,18
kbaa-p004:__COL__:publisher,18,15
kbaa-p004:__COL__:publishyear,19,19
kbaa-p004:__COL__:pagecount,18,18
kbaa-p004:__COL__:library,19,15
kbaa-p004:__COL__:description,15,13
kbaa-p004:__COL__:index,20,18
kbaa-p004:matches,242,217
kbaa-p004:total,260,260
kbaa-p004:mismatch_bool,False,False
kbaa-p004:pred_nrows,19,19
kbaa-p004:pred_adj_nrows,20,20
kbaa-p004:gt_nrows,20,20
kbaa-p004:matches_pct,93.07692307692308,83.46153846153847
kbaa-p073:__COL__:lastname,18,18
kbaa-p073:__COL__:firstname,17,18
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,16
kbaa-p073:__COL__:deathyear,19,16
kbaa-p073:__COL__:title,5,8
kbaa-p073:__COL__:city,18,18
kbaa-p073:__COL__:publisher,18,18
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,15,15
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,224,222
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,90.68825910931174,89.87854251012146
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,4,12
kbaa-p065:__COL__:city,18,17
kbaa-p065:__COL__:publisher,15,15
kbaa-p065:__COL__:publishyear,19,18
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,17
kbaa-p065:__COL__:description,16,16
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,223,227
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,90.2834008097166,91.90283400809717
kbaa-p049:__COL__:lastname,18,19
kbaa-p049:__COL__:firstname,17,19
kbaa-p049:__COL__:maidenname,18,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,11,0
kbaa-p049:__COL__:city,19,18
kbaa-p049:__COL__:publisher,19,15
kbaa-p049:__COL__:publishyear,19,18
kbaa-p049:__COL__:pagecount,19,18
kbaa-p049:__COL__:library,19,14
kbaa-p049:__COL__:description,16,14
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,232,211
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,93.92712550607287,85.4251012145749
kbaa-p008:__COL__:lastname,17,17
kbaa-p008:__COL__:firstname,15,14
kbaa-p008:__COL__:maidenname,22,19
kbaa-p008:__COL__:birthyear,17,15
kbaa-p008:__COL__:deathyear,20,18
kbaa-p008:__COL__:title,11,0
kbaa-p008:__COL__:city,16,16
kbaa-p008:__COL__:publisher,14,13
kbaa-p008:__COL__:publishyear,15,15
kbaa-p008:__COL__:pagecount,16,15
kbaa-p008:__COL__:library,15,1
kbaa-p008:__COL__:description,15,14
kbaa-p008:__COL__:index,15,15
kbaa-p008:matches,208,172
kbaa-p008:total,286,286
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,21,21
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,72.72727272727273,60.13986013986013
kbaa-p009:matches,,
kbaa-p009:total,,
kbaa-p009:mismatch_bool,True,True
kbaa-p009:pred_nrows,24,21
kbaa-p009:pred_adj_nrows,24,21
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,,
kbaa-p048:matches,,
kbaa-p048:total,,
kbaa-p048:mismatch_bool,True,True
kbaa-p048:pred_nrows,19,19
kbaa-p048:pred_adj_nrows,19,19
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,,
kbaa-p121:matches,,246
kbaa-p121:total,,286
kbaa-p121:mismatch_bool,True,False
kbaa-p121:pred_nrows,20,22
kbaa-p121:pred_adj_nrows,20,22
kbaa-p121:gt_nrows,22,22
kbaa-p121:matches_pct,,86.01398601398601
kbaa-p064:__COL__:lastname,21,21
kbaa-p064:__COL__:firstname,19,21
kbaa-p064:__COL__:maidenname,21,20
kbaa-p064:__COL__:birthyear,21,20
kbaa-p064:__COL__:deathyear,21,20
kbaa-p064:__COL__:title,0,3
kbaa-p064:__COL__:city,21,21
kbaa-p064:__COL__:publisher,20,19
kbaa-p064:__COL__:publishyear,21,21
kbaa-p064:__COL__:pagecount,21,21
kbaa-p064:__COL__:library,21,21
kbaa-p064:__COL__:description,17,18
kbaa-p064:__COL__:index,21,21
kbaa-p064:matches,245,247
kbaa-p064:total,273,273
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,21,21
kbaa-p064:pred_adj_nrows,21,21
kbaa-p064:gt_nrows,21,21
kbaa-p064:matches_pct,89.74358974358975,90.47619047619048
kbaa-p072:__COL__:lastname,18,
kbaa-p072:__COL__:firstname,18,
kbaa-p072:__COL__:maidenname,18,
kbaa-p072:__COL__:birthyear,18,
kbaa-p072:__COL__:deathyear,19,
kbaa-p072:__COL__:title,6,
kbaa-p072:__COL__:city,19,
kbaa-p072:__COL__:publisher,15,
kbaa-p072:__COL__:publishyear,19,
kbaa-p072:__COL__:pagecount,19,
kbaa-p072:__COL__:library,19,
kbaa-p072:__COL__:description,15,
kbaa-p072:__COL__:index,19,
kbaa-p072:matches,222,
kbaa-p072:total,247,
kbaa-p072:mismatch_bool,False,True
kbaa-p072:pred_nrows,19,20
kbaa-p072:pred_adj_nrows,19,20
kbaa-p072:gt_nrows,19,19
kbaa-p072:matches_pct,89.87854251012146,
