,gemini-2.5-flash,gpt-4o
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,17
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,17,16
kbaa-p066:__COL__:city,18,17
kbaa-p066:__COL__:publisher,17,13
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,17
kbaa-p066:__COL__:library,18,14
kbaa-p066:__COL__:description,14,16
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,228,218
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,97.43589743589743,93.16239316239316
kbaa-p119:__COL__:lastname,20,20
kbaa-p119:__COL__:firstname,20,19
kbaa-p119:__COL__:maidenname,20,20
kbaa-p119:__COL__:birthyear,20,19
kbaa-p119:__COL__:deathyear,20,19
kbaa-p119:__COL__:title,19,19
kbaa-p119:__COL__:city,18,18
kbaa-p119:__COL__:publisher,20,18
kbaa-p119:__COL__:publishyear,20,20
kbaa-p119:__COL__:pagecount,20,19
kbaa-p119:__COL__:library,20,20
kbaa-p119:__COL__:description,18,19
kbaa-p119:__COL__:index,20,20
kbaa-p119:matches,255,250
kbaa-p119:total,260,260
kbaa-p119:mismatch_bool,False,False
kbaa-p119:pred_nrows,19,19
kbaa-p119:pred_adj_nrows,20,20
kbaa-p119:gt_nrows,20,20
kbaa-p119:matches_pct,98.07692307692307,96.15384615384616
kbaa-p011:__COL__:lastname,20,
kbaa-p011:__COL__:firstname,21,
kbaa-p011:__COL__:maidenname,22,
kbaa-p011:__COL__:birthyear,22,
kbaa-p011:__COL__:deathyear,22,
kbaa-p011:__COL__:title,19,
kbaa-p011:__COL__:city,21,
kbaa-p011:__COL__:publisher,22,
kbaa-p011:__COL__:publishyear,22,
kbaa-p011:__COL__:pagecount,22,
kbaa-p011:__COL__:library,22,
kbaa-p011:__COL__:description,19,
kbaa-p011:__COL__:index,22,
kbaa-p011:matches,276,
kbaa-p011:total,286,
kbaa-p011:mismatch_bool,False,True
kbaa-p011:pred_nrows,22,19
kbaa-p011:pred_adj_nrows,22,19
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,96.5034965034965,
kbaa-p007:__COL__:lastname,21,21
kbaa-p007:__COL__:firstname,21,20
kbaa-p007:__COL__:maidenname,21,21
kbaa-p007:__COL__:birthyear,21,21
kbaa-p007:__COL__:deathyear,21,21
kbaa-p007:__COL__:title,19,17
kbaa-p007:__COL__:city,21,20
kbaa-p007:__COL__:publisher,21,19
kbaa-p007:__COL__:publishyear,21,21
kbaa-p007:__COL__:pagecount,21,20
kbaa-p007:__COL__:library,21,20
kbaa-p007:__COL__:description,18,19
kbaa-p007:__COL__:index,21,21
kbaa-p007:matches,268,261
kbaa-p007:total,273,273
kbaa-p007:mismatch_bool,False,False
kbaa-p007:pred_nrows,21,20
kbaa-p007:pred_adj_nrows,21,21
kbaa-p007:gt_nrows,21,21
kbaa-p007:matches_pct,98.16849816849816,95.6043956043956
kbaa-p115:__COL__:lastname,18,18
kbaa-p115:__COL__:firstname,17,17
kbaa-p115:__COL__:maidenname,18,18
kbaa-p115:__COL__:birthyear,18,18
kbaa-p115:__COL__:deathyear,18,17
kbaa-p115:__COL__:title,18,17
kbaa-p115:__COL__:city,17,17
kbaa-p115:__COL__:publisher,17,17
kbaa-p115:__COL__:publishyear,18,18
kbaa-p115:__COL__:pagecount,18,18
kbaa-p115:__COL__:library,17,17
kbaa-p115:__COL__:description,15,15
kbaa-p115:__COL__:index,17,18
kbaa-p115:matches,226,225
kbaa-p115:total,234,234
kbaa-p115:mismatch_bool,False,False
kbaa-p115:pred_nrows,18,18
kbaa-p115:pred_adj_nrows,18,18
kbaa-p115:gt_nrows,18,18
kbaa-p115:matches_pct,96.58119658119658,96.15384615384616
kbaa-p061:__COL__:lastname,19,15
kbaa-p061:__COL__:firstname,19,8
kbaa-p061:__COL__:maidenname,20,18
kbaa-p061:__COL__:birthyear,20,8
kbaa-p061:__COL__:deathyear,20,10
kbaa-p061:__COL__:title,18,6
kbaa-p061:__COL__:city,19,8
kbaa-p061:__COL__:publisher,19,5
kbaa-p061:__COL__:publishyear,20,6
kbaa-p061:__COL__:pagecount,20,5
kbaa-p061:__COL__:library,20,8
kbaa-p061:__COL__:description,18,4
kbaa-p061:__COL__:index,20,6
kbaa-p061:matches,252,107
kbaa-p061:total,260,260
kbaa-p061:mismatch_bool,False,False
kbaa-p061:pred_nrows,20,19
kbaa-p061:pred_adj_nrows,20,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,96.92307692307692,41.15384615384615
kbaa-p124:__COL__:lastname,19,19
kbaa-p124:__COL__:firstname,17,18
kbaa-p124:__COL__:maidenname,19,19
kbaa-p124:__COL__:birthyear,19,19
kbaa-p124:__COL__:deathyear,19,19
kbaa-p124:__COL__:title,18,15
kbaa-p124:__COL__:city,19,18
kbaa-p124:__COL__:publisher,19,16
kbaa-p124:__COL__:publishyear,18,17
kbaa-p124:__COL__:pagecount,19,18
kbaa-p124:__COL__:library,18,18
kbaa-p124:__COL__:description,16,17
kbaa-p124:__COL__:index,19,19
kbaa-p124:matches,239,232
kbaa-p124:total,247,247
kbaa-p124:mismatch_bool,False,False
kbaa-p124:pred_nrows,18,18
kbaa-p124:pred_adj_nrows,19,19
kbaa-p124:gt_nrows,19,19
kbaa-p124:matches_pct,96.76113360323887,93.92712550607287
kbaa-p113:matches,,
kbaa-p113:total,,
kbaa-p113:mismatch_bool,True,True
kbaa-p113:pred_nrows,23,16
kbaa-p113:pred_adj_nrows,23,16
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,,
kbaa-p060:__COL__:lastname,19,13
kbaa-p060:__COL__:firstname,18,8
kbaa-p060:__COL__:maidenname,19,17
kbaa-p060:__COL__:birthyear,19,10
kbaa-p060:__COL__:deathyear,19,14
kbaa-p060:__COL__:title,17,8
kbaa-p060:__COL__:city,19,8
kbaa-p060:__COL__:publisher,19,9
kbaa-p060:__COL__:publishyear,19,8
kbaa-p060:__COL__:pagecount,19,8
kbaa-p060:__COL__:library,19,4
kbaa-p060:__COL__:description,16,8
kbaa-p060:__COL__:index,19,8
kbaa-p060:matches,241,123
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,19,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,97.57085020242914,49.797570850202426
kbaa-p063:__COL__:lastname,18,18
kbaa-p063:__COL__:firstname,18,17
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,14,12
kbaa-p063:__COL__:city,18,17
kbaa-p063:__COL__:publisher,17,18
kbaa-p063:__COL__:publishyear,18,17
kbaa-p063:__COL__:pagecount,17,16
kbaa-p063:__COL__:library,18,17
kbaa-p063:__COL__:description,17,12
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,226,215
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,96.58119658119658,91.88034188034187
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,18,17
kbaa-p059:__COL__:city,19,18
kbaa-p059:__COL__:publisher,20,17
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,20,18
kbaa-p059:__COL__:library,20,17
kbaa-p059:__COL__:description,16,16
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,253,242
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,97.3076923076923,93.07692307692308
kbaa-p096:__COL__:lastname,5,17
kbaa-p096:__COL__:firstname,4,16
kbaa-p096:__COL__:maidenname,16,17
kbaa-p096:__COL__:birthyear,5,18
kbaa-p096:__COL__:deathyear,11,18
kbaa-p096:__COL__:title,3,16
kbaa-p096:__COL__:city,5,14
kbaa-p096:__COL__:publisher,7,14
kbaa-p096:__COL__:publishyear,3,18
kbaa-p096:__COL__:pagecount,4,18
kbaa-p096:__COL__:library,3,4
kbaa-p096:__COL__:description,3,16
kbaa-p096:__COL__:index,3,18
kbaa-p096:matches,72,204
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,18
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,30.76923076923077,87.17948717948718
kbaa-p038:__COL__:lastname,21,20
kbaa-p038:__COL__:firstname,20,12
kbaa-p038:__COL__:maidenname,21,20
kbaa-p038:__COL__:birthyear,21,14
kbaa-p038:__COL__:deathyear,21,19
kbaa-p038:__COL__:title,18,11
kbaa-p038:__COL__:city,21,13
kbaa-p038:__COL__:publisher,20,11
kbaa-p038:__COL__:publishyear,21,11
kbaa-p038:__COL__:pagecount,21,10
kbaa-p038:__COL__:library,21,12
kbaa-p038:__COL__:description,12,9
kbaa-p038:__COL__:index,21,13
kbaa-p038:matches,259,175
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,21,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,94.87179487179486,64.1025641025641
kbaa-p043:__COL__:lastname,20,20
kbaa-p043:__COL__:firstname,20,20
kbaa-p043:__COL__:maidenname,20,20
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,19,15
kbaa-p043:__COL__:city,20,20
kbaa-p043:__COL__:publisher,20,19
kbaa-p043:__COL__:publishyear,20,20
kbaa-p043:__COL__:pagecount,20,20
kbaa-p043:__COL__:library,19,18
kbaa-p043:__COL__:description,16,12
kbaa-p043:__COL__:index,20,20
kbaa-p043:matches,254,244
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,97.6923076923077,93.84615384615384
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,16
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,19,19
kbaa-p106:__COL__:title,16,16
kbaa-p106:__COL__:city,19,19
kbaa-p106:__COL__:publisher,19,16
kbaa-p106:__COL__:publishyear,19,17
kbaa-p106:__COL__:pagecount,19,19
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,15,16
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,240,231
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,97.16599190283401,93.52226720647774
kbaa-p151:__COL__:lastname,21,21
kbaa-p151:__COL__:firstname,21,20
kbaa-p151:__COL__:maidenname,21,20
kbaa-p151:__COL__:birthyear,21,21
kbaa-p151:__COL__:deathyear,21,21
kbaa-p151:__COL__:title,21,19
kbaa-p151:__COL__:city,21,21
kbaa-p151:__COL__:publisher,21,20
kbaa-p151:__COL__:publishyear,21,21
kbaa-p151:__COL__:pagecount,21,21
kbaa-p151:__COL__:library,21,20
kbaa-p151:__COL__:description,19,16
kbaa-p151:__COL__:index,21,21
kbaa-p151:matches,271,262
kbaa-p151:total,273,273
kbaa-p151:mismatch_bool,False,False
kbaa-p151:pred_nrows,20,20
kbaa-p151:pred_adj_nrows,21,21
kbaa-p151:gt_nrows,21,21
kbaa-p151:matches_pct,99.26739926739927,95.97069597069597
kbaa-p003:__COL__:lastname,18,18
kbaa-p003:__COL__:firstname,19,18
kbaa-p003:__COL__:maidenname,19,19
kbaa-p003:__COL__:birthyear,19,19
kbaa-p003:__COL__:deathyear,19,19
kbaa-p003:__COL__:title,19,17
kbaa-p003:__COL__:city,19,18
kbaa-p003:__COL__:publisher,19,16
kbaa-p003:__COL__:publishyear,19,19
kbaa-p003:__COL__:pagecount,19,19
kbaa-p003:__COL__:library,19,18
kbaa-p003:__COL__:description,19,17
kbaa-p003:__COL__:index,19,18
kbaa-p003:matches,246,235
kbaa-p003:total,247,247
kbaa-p003:mismatch_bool,False,False
kbaa-p003:pred_nrows,19,18
kbaa-p003:pred_adj_nrows,19,19
kbaa-p003:gt_nrows,19,19
kbaa-p003:matches_pct,99.59514170040485,95.1417004048583
kbaa-p107:__COL__:lastname,22,
kbaa-p107:__COL__:firstname,22,
kbaa-p107:__COL__:maidenname,22,
kbaa-p107:__COL__:birthyear,22,
kbaa-p107:__COL__:deathyear,22,
kbaa-p107:__COL__:title,20,
kbaa-p107:__COL__:city,21,
kbaa-p107:__COL__:publisher,22,
kbaa-p107:__COL__:publishyear,22,
kbaa-p107:__COL__:pagecount,22,
kbaa-p107:__COL__:library,22,
kbaa-p107:__COL__:description,18,
kbaa-p107:__COL__:index,22,
kbaa-p107:matches,279,
kbaa-p107:total,286,
kbaa-p107:mismatch_bool,False,True
kbaa-p107:pred_nrows,21,19
kbaa-p107:pred_adj_nrows,22,19
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,97.55244755244755,
kbaa-p039:__COL__:lastname,20,
kbaa-p039:__COL__:firstname,20,
kbaa-p039:__COL__:maidenname,21,
kbaa-p039:__COL__:birthyear,21,
kbaa-p039:__COL__:deathyear,21,
kbaa-p039:__COL__:title,19,
kbaa-p039:__COL__:city,20,
kbaa-p039:__COL__:publisher,20,
kbaa-p039:__COL__:publishyear,20,
kbaa-p039:__COL__:pagecount,21,
kbaa-p039:__COL__:library,21,
kbaa-p039:__COL__:description,19,
kbaa-p039:__COL__:index,21,
kbaa-p039:matches,264,
kbaa-p039:total,273,
kbaa-p039:mismatch_bool,False,True
kbaa-p039:pred_nrows,21,19
kbaa-p039:pred_adj_nrows,21,19
kbaa-p039:gt_nrows,21,21
kbaa-p039:matches_pct,96.7032967032967,
kbaa-p058:__COL__:lastname,21,21
kbaa-p058:__COL__:firstname,19,21
kbaa-p058:__COL__:maidenname,21,21
kbaa-p058:__COL__:birthyear,21,19
kbaa-p058:__COL__:deathyear,21,20
kbaa-p058:__COL__:title,18,19
kbaa-p058:__COL__:city,20,21
kbaa-p058:__COL__:publisher,21,20
kbaa-p058:__COL__:publishyear,21,21
kbaa-p058:__COL__:pagecount,21,20
kbaa-p058:__COL__:library,20,19
kbaa-p058:__COL__:description,18,19
kbaa-p058:__COL__:index,21,21
kbaa-p058:matches,263,262
kbaa-p058:total,273,273
kbaa-p058:mismatch_bool,False,False
kbaa-p058:pred_nrows,20,20
kbaa-p058:pred_adj_nrows,21,21
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,96.33699633699634,95.97069597069597
kbaa-p062:__COL__:lastname,20,
kbaa-p062:__COL__:firstname,20,
kbaa-p062:__COL__:maidenname,21,
kbaa-p062:__COL__:birthyear,21,
kbaa-p062:__COL__:deathyear,21,
kbaa-p062:__COL__:title,21,
kbaa-p062:__COL__:city,21,
kbaa-p062:__COL__:publisher,21,
kbaa-p062:__COL__:publishyear,21,
kbaa-p062:__COL__:pagecount,21,
kbaa-p062:__COL__:library,21,
kbaa-p062:__COL__:description,18,
kbaa-p062:__COL__:index,21,
kbaa-p062:matches,268,
kbaa-p062:total,273,
kbaa-p062:mismatch_bool,False,True
kbaa-p062:pred_nrows,21,19
kbaa-p062:pred_adj_nrows,21,19
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,98.16849816849816,
kbaa-p069:__COL__:lastname,22,21
kbaa-p069:__COL__:firstname,20,19
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,22,18
kbaa-p069:__COL__:city,22,21
kbaa-p069:__COL__:publisher,20,18
kbaa-p069:__COL__:publishyear,21,20
kbaa-p069:__COL__:pagecount,21,20
kbaa-p069:__COL__:library,20,16
kbaa-p069:__COL__:description,19,21
kbaa-p069:__COL__:index,22,22
kbaa-p069:matches,274,262
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,21,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,95.8041958041958,91.6083916083916
kbaa-p100:__COL__:lastname,20,
kbaa-p100:__COL__:firstname,20,
kbaa-p100:__COL__:maidenname,20,
kbaa-p100:__COL__:birthyear,20,
kbaa-p100:__COL__:deathyear,20,
kbaa-p100:__COL__:title,17,
kbaa-p100:__COL__:city,20,
kbaa-p100:__COL__:publisher,20,
kbaa-p100:__COL__:publishyear,20,
kbaa-p100:__COL__:pagecount,20,
kbaa-p100:__COL__:library,20,
kbaa-p100:__COL__:description,14,
kbaa-p100:__COL__:index,19,
kbaa-p100:matches,250,
kbaa-p100:total,260,
kbaa-p100:mismatch_bool,False,True
kbaa-p100:pred_nrows,20,21
kbaa-p100:pred_adj_nrows,20,21
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,96.15384615384616,
kbaa-p012:__COL__:lastname,21,21
kbaa-p012:__COL__:firstname,21,20
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,20
kbaa-p012:__COL__:deathyear,21,20
kbaa-p012:__COL__:title,17,14
kbaa-p012:__COL__:city,20,16
kbaa-p012:__COL__:publisher,20,17
kbaa-p012:__COL__:publishyear,20,20
kbaa-p012:__COL__:pagecount,20,19
kbaa-p012:__COL__:library,20,19
kbaa-p012:__COL__:description,19,16
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,262,244
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,20,20
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,95.97069597069597,89.37728937728939
kbaa-p004:__COL__:lastname,20,20
kbaa-p004:__COL__:firstname,20,20
kbaa-p004:__COL__:maidenname,20,20
kbaa-p004:__COL__:birthyear,20,20
kbaa-p004:__COL__:deathyear,20,20
kbaa-p004:__COL__:title,18,16
kbaa-p004:__COL__:city,18,16
kbaa-p004:__COL__:publisher,18,15
kbaa-p004:__COL__:publishyear,18,19
kbaa-p004:__COL__:pagecount,18,18
kbaa-p004:__COL__:library,19,17
kbaa-p004:__COL__:description,19,17
kbaa-p004:__COL__:index,20,19
kbaa-p004:matches,248,237
kbaa-p004:total,260,260
kbaa-p004:mismatch_bool,False,False
kbaa-p004:pred_nrows,19,19
kbaa-p004:pred_adj_nrows,20,20
kbaa-p004:gt_nrows,20,20
kbaa-p004:matches_pct,95.38461538461539,91.15384615384615
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,17
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,16
kbaa-p073:__COL__:deathyear,19,16
kbaa-p073:__COL__:title,17,16
kbaa-p073:__COL__:city,19,17
kbaa-p073:__COL__:publisher,19,18
kbaa-p073:__COL__:publishyear,19,18
kbaa-p073:__COL__:pagecount,19,18
kbaa-p073:__COL__:library,19,18
kbaa-p073:__COL__:description,18,15
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,242,226
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,97.97570850202429,91.49797570850203
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,15,15
kbaa-p065:__COL__:city,18,17
kbaa-p065:__COL__:publisher,18,16
kbaa-p065:__COL__:publishyear,19,18
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,17
kbaa-p065:__COL__:description,17,16
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,238,231
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,96.35627530364373,93.52226720647774
kbaa-p049:__COL__:lastname,18,19
kbaa-p049:__COL__:firstname,17,19
kbaa-p049:__COL__:maidenname,18,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,17
kbaa-p049:__COL__:city,19,18
kbaa-p049:__COL__:publisher,19,17
kbaa-p049:__COL__:publishyear,19,18
kbaa-p049:__COL__:pagecount,19,18
kbaa-p049:__COL__:library,18,15
kbaa-p049:__COL__:description,16,16
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,239,233
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,96.76113360323887,94.33198380566802
kbaa-p008:__COL__:lastname,17,22
kbaa-p008:__COL__:firstname,15,19
kbaa-p008:__COL__:maidenname,22,21
kbaa-p008:__COL__:birthyear,17,20
kbaa-p008:__COL__:deathyear,20,20
kbaa-p008:__COL__:title,12,18
kbaa-p008:__COL__:city,16,22
kbaa-p008:__COL__:publisher,14,21
kbaa-p008:__COL__:publishyear,15,22
kbaa-p008:__COL__:pagecount,16,20
kbaa-p008:__COL__:library,15,19
kbaa-p008:__COL__:description,14,21
kbaa-p008:__COL__:index,15,22
kbaa-p008:matches,208,267
kbaa-p008:total,286,286
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,21,22
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,72.72727272727273,93.35664335664336
kbaa-p009:__COL__:lastname,22,
kbaa-p009:__COL__:firstname,19,
kbaa-p009:__COL__:maidenname,20,
kbaa-p009:__COL__:birthyear,23,
kbaa-p009:__COL__:deathyear,23,
kbaa-p009:__COL__:title,22,
kbaa-p009:__COL__:city,23,
kbaa-p009:__COL__:publisher,23,
kbaa-p009:__COL__:publishyear,23,
kbaa-p009:__COL__:pagecount,23,
kbaa-p009:__COL__:library,23,
kbaa-p009:__COL__:description,23,
kbaa-p009:__COL__:index,23,
kbaa-p009:matches,290,
kbaa-p009:total,299,
kbaa-p009:mismatch_bool,False,True
kbaa-p009:pred_nrows,23,21
kbaa-p009:pred_adj_nrows,23,21
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,96.98996655518395,
kbaa-p048:matches,,
kbaa-p048:total,,
