,gemini-2.5-flash,gpt-4o
kbaa-p011:__COL__:library,22,
kbaa-p011:__COL__:description,19,
kbaa-p011:__COL__:index,22,
kbaa-p011:matches,278,
kbaa-p011:total,286,
kbaa-p011:mismatch_bool,False,True
kbaa-p011:pred_nrows,22,19
kbaa-p011:pred_adj_nrows,22,19
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,97.2027972027972,
kbaa-p012:__COL__:lastname,21,21
kbaa-p012:__COL__:firstname,21,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,20
kbaa-p012:__COL__:deathyear,21,20
kbaa-p012:__COL__:title,17,17
kbaa-p012:__COL__:city,20,17
kbaa-p012:__COL__:publisher,20,16
kbaa-p012:__COL__:publishyear,20,20
kbaa-p012:__COL__:pagecount,20,20
kbaa-p012:__COL__:library,20,19
kbaa-p012:__COL__:description,18,19
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,261,252
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,20,20
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,95.6043956043956,92.3076923076923
kbaa-p038:__COL__:lastname,21,21
kbaa-p038:__COL__:firstname,21,17
kbaa-p038:__COL__:maidenname,21,20
kbaa-p038:__COL__:birthyear,21,20
kbaa-p038:__COL__:deathyear,21,21
kbaa-p038:__COL__:title,20,19
kbaa-p038:__COL__:city,21,20
kbaa-p038:__COL__:publisher,20,20
kbaa-p038:__COL__:publishyear,21,20
kbaa-p038:__COL__:pagecount,21,19
kbaa-p038:__COL__:library,21,21
kbaa-p038:__COL__:description,16,17
kbaa-p038:__COL__:index,21,21
kbaa-p038:matches,266,256
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,21,21
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,97.43589743589743,93.77289377289377
kbaa-p039:__COL__:lastname,20,21
kbaa-p039:__COL__:firstname,20,21
kbaa-p039:__COL__:maidenname,21,21
kbaa-p039:__COL__:birthyear,21,21
kbaa-p039:__COL__:deathyear,21,21
kbaa-p039:__COL__:title,20,19
kbaa-p039:__COL__:city,20,21
kbaa-p039:__COL__:publisher,20,19
kbaa-p039:__COL__:publishyear,21,21
kbaa-p039:__COL__:pagecount,21,19
kbaa-p039:__COL__:library,21,21
kbaa-p039:__COL__:description,19,19
kbaa-p039:__COL__:index,21,21
kbaa-p039:matches,266,265
kbaa-p039:total,273,273
kbaa-p039:mismatch_bool,False,False
kbaa-p039:pred_nrows,21,20
kbaa-p039:pred_adj_nrows,21,21
kbaa-p039:gt_nrows,21,21
kbaa-p039:matches_pct,97.43589743589743,97.06959706959707
kbaa-p043:__COL__:lastname,20,20
kbaa-p043:__COL__:firstname,19,20
kbaa-p043:__COL__:maidenname,20,20
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,18,19
kbaa-p043:__COL__:city,20,20
kbaa-p043:__COL__:publisher,20,19
kbaa-p043:__COL__:publishyear,20,20
kbaa-p043:__COL__:pagecount,20,20
kbaa-p043:__COL__:library,19,18
kbaa-p043:__COL__:description,15,15
kbaa-p043:__COL__:index,20,20
kbaa-p043:matches,251,251
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,96.53846153846153,96.53846153846153
kbaa-p048:__COL__:lastname,22,
kbaa-p048:__COL__:firstname,22,
kbaa-p048:__COL__:maidenname,22,
kbaa-p048:__COL__:birthyear,22,
kbaa-p048:__COL__:deathyear,22,
kbaa-p048:__COL__:title,20,
kbaa-p048:__COL__:city,21,
kbaa-p048:__COL__:publisher,21,
kbaa-p048:__COL__:publishyear,21,
kbaa-p048:__COL__:pagecount,20,
kbaa-p048:__COL__:library,21,
kbaa-p048:__COL__:description,21,
kbaa-p048:__COL__:index,22,
kbaa-p048:matches,277,
kbaa-p048:total,286,
kbaa-p048:mismatch_bool,False,True
kbaa-p048:pred_nrows,21,19
kbaa-p048:pred_adj_nrows,22,19
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,96.85314685314685,
kbaa-p049:__COL__:lastname,19,19
kbaa-p049:__COL__:firstname,19,19
kbaa-p049:__COL__:maidenname,19,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,18,18
kbaa-p049:__COL__:city,18,18
kbaa-p049:__COL__:publisher,18,18
kbaa-p049:__COL__:publishyear,18,18
kbaa-p049:__COL__:pagecount,18,18
kbaa-p049:__COL__:library,17,15
kbaa-p049:__COL__:description,14,16
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,235,235
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,18,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,95.1417004048583,95.1417004048583
kbaa-p058:matches,,
kbaa-p058:total,,
kbaa-p058:mismatch_bool,True,True
kbaa-p058:pred_nrows,19,19
kbaa-p058:pred_adj_nrows,19,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,,
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,19,17
kbaa-p059:__COL__:city,19,19
kbaa-p059:__COL__:publisher,20,19
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,20,18
kbaa-p059:__COL__:library,19,17
kbaa-p059:__COL__:description,16,16
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,253,245
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,97.3076923076923,94.23076923076923
kbaa-p060:__COL__:lastname,13,13
kbaa-p060:__COL__:firstname,8,8
kbaa-p060:__COL__:maidenname,16,16
kbaa-p060:__COL__:birthyear,10,10
kbaa-p060:__COL__:deathyear,14,14
kbaa-p060:__COL__:title,8,8
kbaa-p060:__COL__:city,8,8
kbaa-p060:__COL__:publisher,9,9
kbaa-p060:__COL__:publishyear,8,8
kbaa-p060:__COL__:pagecount,8,8
kbaa-p060:__COL__:library,11,5
kbaa-p060:__COL__:description,8,8
kbaa-p060:__COL__:index,8,8
kbaa-p060:matches,129,123
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,18,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,52.226720647773284,49.797570850202426
kbaa-p061:__COL__:lastname,20,
kbaa-p061:__COL__:firstname,18,
kbaa-p061:__COL__:maidenname,20,
kbaa-p061:__COL__:birthyear,20,
kbaa-p061:__COL__:deathyear,20,
kbaa-p061:__COL__:title,20,
kbaa-p061:__COL__:city,20,
kbaa-p061:__COL__:publisher,19,
kbaa-p061:__COL__:publishyear,20,
kbaa-p061:__COL__:pagecount,19,
kbaa-p061:__COL__:library,20,
kbaa-p061:__COL__:description,18,
kbaa-p061:__COL__:index,20,
kbaa-p061:matches,254,
kbaa-p061:total,260,
kbaa-p061:mismatch_bool,False,True
kbaa-p061:pred_nrows,20,16
kbaa-p061:pred_adj_nrows,20,16
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,97.6923076923077,
kbaa-p062:__COL__:lastname,20,
kbaa-p062:__COL__:firstname,17,
kbaa-p062:__COL__:maidenname,21,
kbaa-p062:__COL__:birthyear,21,
kbaa-p062:__COL__:deathyear,21,
kbaa-p062:__COL__:title,21,
kbaa-p062:__COL__:city,20,
kbaa-p062:__COL__:publisher,20,
kbaa-p062:__COL__:publishyear,20,
kbaa-p062:__COL__:pagecount,20,
kbaa-p062:__COL__:library,20,
kbaa-p062:__COL__:description,18,
kbaa-p062:__COL__:index,21,
kbaa-p062:matches,260,
kbaa-p062:total,273,
kbaa-p062:mismatch_bool,False,True
kbaa-p062:pred_nrows,21,19
kbaa-p062:pred_adj_nrows,21,19
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,95.23809523809523,
kbaa-p063:__COL__:lastname,18,18
kbaa-p063:__COL__:firstname,18,17
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,13,15
kbaa-p063:__COL__:city,16,16
kbaa-p063:__COL__:publisher,16,16
kbaa-p063:__COL__:publishyear,16,16
kbaa-p063:__COL__:pagecount,16,17
kbaa-p063:__COL__:library,17,17
kbaa-p063:__COL__:description,16,17
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,217,220
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,17,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,92.73504273504274,94.01709401709401
kbaa-p064:__COL__:lastname,21,22
kbaa-p064:__COL__:firstname,20,22
kbaa-p064:__COL__:maidenname,22,22
kbaa-p064:__COL__:birthyear,22,21
kbaa-p064:__COL__:deathyear,22,21
kbaa-p064:__COL__:title,21,20
kbaa-p064:__COL__:city,22,22
kbaa-p064:__COL__:publisher,22,22
kbaa-p064:__COL__:publishyear,22,22
kbaa-p064:__COL__:pagecount,22,21
kbaa-p064:__COL__:library,22,22
kbaa-p064:__COL__:description,22,21
kbaa-p064:__COL__:index,22,22
kbaa-p064:matches,282,280
kbaa-p064:total,286,286
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,22,21
kbaa-p064:pred_adj_nrows,22,22
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,98.6013986013986,97.9020979020979
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,17,16
kbaa-p065:__COL__:city,18,17
kbaa-p065:__COL__:publisher,18,16
kbaa-p065:__COL__:publishyear,19,18
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,17
kbaa-p065:__COL__:description,17,16
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,240,232
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,97.16599190283401,93.92712550607287
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,17
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,16,17
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,17,16
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,13
kbaa-p066:__COL__:description,18,14
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,231,221
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,98.71794871794873,94.44444444444444
kbaa-p067:__COL__:lastname,19,20
kbaa-p067:__COL__:firstname,17,18
kbaa-p067:__COL__:maidenname,19,19
kbaa-p067:__COL__:birthyear,20,20
kbaa-p067:__COL__:deathyear,20,20
kbaa-p067:__COL__:title,17,18
kbaa-p067:__COL__:city,20,20
kbaa-p067:__COL__:publisher,17,18
kbaa-p067:__COL__:publishyear,20,19
kbaa-p067:__COL__:pagecount,20,19
kbaa-p067:__COL__:library,19,15
kbaa-p067:__COL__:description,14,17
kbaa-p067:__COL__:index,11,20
kbaa-p067:matches,233,243
kbaa-p067:total,260,260
kbaa-p067:mismatch_bool,False,False
kbaa-p067:pred_nrows,20,19
kbaa-p067:pred_adj_nrows,20,20
kbaa-p067:gt_nrows,20,20
kbaa-p067:matches_pct,89.61538461538461,93.46153846153847
kbaa-p068:matches,,252
kbaa-p068:total,,260
kbaa-p068:mismatch_bool,True,False
kbaa-p068:pred_nrows,21,20
kbaa-p068:pred_adj_nrows,21,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,,96.92307692307692
kbaa-p069:__COL__:lastname,21,21
kbaa-p069:__COL__:firstname,20,20
kbaa-p069:__COL__:maidenname,22,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,21,20
kbaa-p069:__COL__:city,21,21
kbaa-p069:__COL__:publisher,20,20
kbaa-p069:__COL__:publishyear,22,21
kbaa-p069:__COL__:pagecount,22,21
kbaa-p069:__COL__:library,21,20
kbaa-p069:__COL__:description,22,21
kbaa-p069:__COL__:index,22,22
kbaa-p069:matches,278,273
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,22,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,97.2027972027972,95.45454545454545
kbaa-p070:__COL__:lastname,18,
kbaa-p070:__COL__:firstname,18,
kbaa-p070:__COL__:maidenname,18,
kbaa-p070:__COL__:birthyear,19,
kbaa-p070:__COL__:deathyear,19,
kbaa-p070:__COL__:title,17,
kbaa-p070:__COL__:city,17,
kbaa-p070:__COL__:publisher,18,
kbaa-p070:__COL__:publishyear,19,
kbaa-p070:__COL__:pagecount,19,
kbaa-p070:__COL__:library,18,
kbaa-p070:__COL__:description,18,
kbaa-p070:__COL__:index,18,
kbaa-p070:matches,236,
kbaa-p070:total,247,
kbaa-p070:mismatch_bool,False,True
kbaa-p070:pred_nrows,18,17
kbaa-p070:pred_adj_nrows,19,17
kbaa-p070:gt_nrows,19,19
kbaa-p070:matches_pct,95.54655870445345,
kbaa-p071:__COL__:lastname,21,19
kbaa-p071:__COL__:firstname,19,15
kbaa-p071:__COL__:maidenname,20,20
kbaa-p071:__COL__:birthyear,19,17
kbaa-p071:__COL__:deathyear,20,20
kbaa-p071:__COL__:title,19,13
kbaa-p071:__COL__:city,21,14
kbaa-p071:__COL__:publisher,20,17
kbaa-p071:__COL__:publishyear,19,15
kbaa-p071:__COL__:pagecount,21,15
kbaa-p071:__COL__:library,20,13
kbaa-p071:__COL__:description,19,17
kbaa-p071:__COL__:index,21,17
kbaa-p071:matches,259,212
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,21,20
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,94.87179487179486,77.65567765567766
kbaa-p072:__COL__:lastname,19,20
kbaa-p072:__COL__:firstname,19,17
kbaa-p072:__COL__:maidenname,19,19
kbaa-p072:__COL__:birthyear,19,19
kbaa-p072:__COL__:deathyear,20,20
kbaa-p072:__COL__:title,20,20
kbaa-p072:__COL__:city,20,20
kbaa-p072:__COL__:publisher,18,18
kbaa-p072:__COL__:publishyear,20,20
kbaa-p072:__COL__:pagecount,20,20
kbaa-p072:__COL__:library,20,20
kbaa-p072:__COL__:description,16,18
kbaa-p072:__COL__:index,20,20
kbaa-p072:matches,250,251
kbaa-p072:total,260,260
kbaa-p072:mismatch_bool,False,False
kbaa-p072:pred_nrows,19,19
kbaa-p072:pred_adj_nrows,20,20
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,96.15384615384616,96.53846153846153
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,18
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,17
kbaa-p073:__COL__:deathyear,19,17
kbaa-p073:__COL__:title,17,17
kbaa-p073:__COL__:city,18,19
kbaa-p073:__COL__:publisher,18,18
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,18,18
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,240,238
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,97.16599190283401,96.35627530364373
kbaa-p096:__COL__:lastname,5,5
kbaa-p096:__COL__:firstname,4,4
kbaa-p096:__COL__:maidenname,16,16
kbaa-p096:__COL__:birthyear,5,4
kbaa-p096:__COL__:deathyear,11,11
kbaa-p096:__COL__:title,2,2
kbaa-p096:__COL__:city,5,5
kbaa-p096:__COL__:publisher,6,6
kbaa-p096:__COL__:publishyear,3,3
kbaa-p096:__COL__:pagecount,4,4
kbaa-p096:__COL__:library,3,0
kbaa-p096:__COL__:description,3,3
kbaa-p096:__COL__:index,3,3
kbaa-p096:matches,70,66
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,29.914529914529915,28.205128205128204
kbaa-p100:__COL__:lastname,19,20
kbaa-p100:__COL__:firstname,20,19
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,20,19
kbaa-p100:__COL__:deathyear,20,20
kbaa-p100:__COL__:title,17,15
kbaa-p100:__COL__:city,20,20
kbaa-p100:__COL__:publisher,20,18
kbaa-p100:__COL__:publishyear,20,19
kbaa-p100:__COL__:pagecount,20,19
kbaa-p100:__COL__:library,20,19
kbaa-p100:__COL__:description,15,15
kbaa-p100:__COL__:index,19,18
kbaa-p100:matches,250,241
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,20,20
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,96.15384615384616,92.6923076923077
kbaa-p101:__COL__:lastname,22,14
kbaa-p101:__COL__:firstname,21,10
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,22,14
kbaa-p101:__COL__:deathyear,22,20
kbaa-p101:__COL__:title,21,9
kbaa-p101:__COL__:city,21,12
kbaa-p101:__COL__:publisher,21,11
kbaa-p101:__COL__:publishyear,22,12
kbaa-p101:__COL__:pagecount,22,12
kbaa-p101:__COL__:library,22,12
kbaa-p101:__COL__:description,20,9
kbaa-p101:__COL__:index,22,12
kbaa-p101:matches,280,169
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,22,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,97.9020979020979,59.09090909090909
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,18,17
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,18,19
kbaa-p106:__COL__:title,16,16
kbaa-p106:__COL__:city,19,19
kbaa-p106:__COL__:publisher,19,17
kbaa-p106:__COL__:publishyear,19,18
kbaa-p106:__COL__:pagecount,18,19
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,17,17
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,239,235
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,96.76113360323887,95.1417004048583
kbaa-p107:__COL__:lastname,22,
kbaa-p107:__COL__:firstname,22,
kbaa-p107:__COL__:maidenname,22,
kbaa-p107:__COL__:birthyear,22,
kbaa-p107:__COL__:deathyear,22,
kbaa-p107:__COL__:title,19,
kbaa-p107:__COL__:city,22,
kbaa-p107:__COL__:publisher,22,
kbaa-p107:__COL__:publishyear,22,
kbaa-p107:__COL__:pagecount,22,
kbaa-p107:__COL__:library,22,
kbaa-p107:__COL__:description,19,
kbaa-p107:__COL__:index,22,
kbaa-p107:matches,280,
kbaa-p107:total,286,
kbaa-p107:mismatch_bool,False,True
kbaa-p107:pred_nrows,21,20
kbaa-p107:pred_adj_nrows,22,20
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,97.9020979020979,
kbaa-p113:__COL__:lastname,21,20
kbaa-p113:__COL__:firstname,21,20
kbaa-p113:__COL__:maidenname,22,21
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,20,16
kbaa-p113:__COL__:city,22,21
kbaa-p113:__COL__:publisher,22,17
kbaa-p113:__COL__:publishyear,22,21
kbaa-p113:__COL__:pagecount,22,21
kbaa-p113:__COL__:library,22,20
kbaa-p113:__COL__:description,22,22
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,282,265
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
