,gemini-2.5-flash,gpt-4o
kbaa-p070:__COL__:library,17,4
kbaa-p070:__COL__:description,17,1
kbaa-p070:__COL__:index,17,1
kbaa-p070:matches,227,48
kbaa-p070:total,234,234
kbaa-p070:mismatch_bool,False,False
kbaa-p070:pred_nrows,18,17
kbaa-p070:pred_adj_nrows,18,18
kbaa-p070:gt_nrows,18,18
kbaa-p070:matches_pct,97.00854700854701,20.51282051282051
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,18,18
kbaa-p066:__COL__:city,18,17
kbaa-p066:__COL__:publisher,18,16
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,16
kbaa-p066:__COL__:description,18,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,234,229
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,100.0,97.86324786324786
kbaa-p119:__COL__:lastname,20,20
kbaa-p119:__COL__:firstname,20,19
kbaa-p119:__COL__:maidenname,20,19
kbaa-p119:__COL__:birthyear,20,20
kbaa-p119:__COL__:deathyear,20,20
kbaa-p119:__COL__:title,20,20
kbaa-p119:__COL__:city,18,19
kbaa-p119:__COL__:publisher,18,18
kbaa-p119:__COL__:publishyear,20,20
kbaa-p119:__COL__:pagecount,20,20
kbaa-p119:__COL__:library,20,20
kbaa-p119:__COL__:description,18,19
kbaa-p119:__COL__:index,19,20
kbaa-p119:matches,253,254
kbaa-p119:total,260,260
kbaa-p119:mismatch_bool,False,False
kbaa-p119:pred_nrows,19,19
kbaa-p119:pred_adj_nrows,20,20
kbaa-p119:gt_nrows,20,20
kbaa-p119:matches_pct,97.3076923076923,97.6923076923077
kbaa-p011:matches,,
kbaa-p011:total,,
kbaa-p011:mismatch_bool,True,True
kbaa-p011:pred_nrows,20,20
kbaa-p011:pred_adj_nrows,20,20
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,,
kbaa-p007:__COL__:lastname,21,21
kbaa-p007:__COL__:firstname,21,21
kbaa-p007:__COL__:maidenname,21,21
kbaa-p007:__COL__:birthyear,21,21
kbaa-p007:__COL__:deathyear,20,21
kbaa-p007:__COL__:title,20,17
kbaa-p007:__COL__:city,21,20
kbaa-p007:__COL__:publisher,20,21
kbaa-p007:__COL__:publishyear,21,20
kbaa-p007:__COL__:pagecount,19,18
kbaa-p007:__COL__:library,19,20
kbaa-p007:__COL__:description,18,18
kbaa-p007:__COL__:index,21,21
kbaa-p007:matches,263,260
kbaa-p007:total,273,273
kbaa-p007:mismatch_bool,False,False
kbaa-p007:pred_nrows,20,20
kbaa-p007:pred_adj_nrows,21,21
kbaa-p007:gt_nrows,21,21
kbaa-p007:matches_pct,96.33699633699634,95.23809523809523
kbaa-p115:__COL__:lastname,18,18
kbaa-p115:__COL__:firstname,18,17
kbaa-p115:__COL__:maidenname,18,18
kbaa-p115:__COL__:birthyear,18,17
kbaa-p115:__COL__:deathyear,18,16
kbaa-p115:__COL__:title,17,18
kbaa-p115:__COL__:city,18,16
kbaa-p115:__COL__:publisher,18,16
kbaa-p115:__COL__:publishyear,18,18
kbaa-p115:__COL__:pagecount,17,17
kbaa-p115:__COL__:library,17,17
kbaa-p115:__COL__:description,17,18
kbaa-p115:__COL__:index,18,18
kbaa-p115:matches,230,224
kbaa-p115:total,234,234
kbaa-p115:mismatch_bool,False,False
kbaa-p115:pred_nrows,18,18
kbaa-p115:pred_adj_nrows,18,18
kbaa-p115:gt_nrows,18,18
kbaa-p115:matches_pct,98.29059829059828,95.72649572649573
kbaa-p061:__COL__:lastname,20,20
kbaa-p061:__COL__:firstname,20,18
kbaa-p061:__COL__:maidenname,20,19
kbaa-p061:__COL__:birthyear,20,20
kbaa-p061:__COL__:deathyear,20,20
kbaa-p061:__COL__:title,20,18
kbaa-p061:__COL__:city,19,20
kbaa-p061:__COL__:publisher,19,19
kbaa-p061:__COL__:publishyear,20,20
kbaa-p061:__COL__:pagecount,19,18
kbaa-p061:__COL__:library,20,20
kbaa-p061:__COL__:description,19,17
kbaa-p061:__COL__:index,20,20
kbaa-p061:matches,256,249
kbaa-p061:total,260,260
kbaa-p061:mismatch_bool,False,False
kbaa-p061:pred_nrows,20,20
kbaa-p061:pred_adj_nrows,20,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,98.46153846153847,95.76923076923077
kbaa-p124:__COL__:lastname,19,19
kbaa-p124:__COL__:firstname,18,18
kbaa-p124:__COL__:maidenname,19,18
kbaa-p124:__COL__:birthyear,19,19
kbaa-p124:__COL__:deathyear,19,19
kbaa-p124:__COL__:title,17,14
kbaa-p124:__COL__:city,19,18
kbaa-p124:__COL__:publisher,19,17
kbaa-p124:__COL__:publishyear,18,18
kbaa-p124:__COL__:pagecount,19,18
kbaa-p124:__COL__:library,17,18
kbaa-p124:__COL__:description,17,16
kbaa-p124:__COL__:index,19,19
kbaa-p124:matches,239,231
kbaa-p124:total,247,247
kbaa-p124:mismatch_bool,False,False
kbaa-p124:pred_nrows,18,18
kbaa-p124:pred_adj_nrows,19,19
kbaa-p124:gt_nrows,19,19
kbaa-p124:matches_pct,96.76113360323887,93.52226720647774
kbaa-p113:__COL__:lastname,21,21
kbaa-p113:__COL__:firstname,21,19
kbaa-p113:__COL__:maidenname,22,21
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,21,20
kbaa-p113:__COL__:city,22,21
kbaa-p113:__COL__:publisher,22,20
kbaa-p113:__COL__:publishyear,22,22
kbaa-p113:__COL__:pagecount,22,22
kbaa-p113:__COL__:library,22,13
kbaa-p113:__COL__:description,21,21
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,282,266
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
kbaa-p113:pred_nrows,22,22
kbaa-p113:pred_adj_nrows,22,22
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,98.6013986013986,93.00699300699301
kbaa-p060:__COL__:lastname,14,14
kbaa-p060:__COL__:firstname,8,8
kbaa-p060:__COL__:maidenname,17,17
kbaa-p060:__COL__:birthyear,10,10
kbaa-p060:__COL__:deathyear,14,14
kbaa-p060:__COL__:title,8,8
kbaa-p060:__COL__:city,8,8
kbaa-p060:__COL__:publisher,9,9
kbaa-p060:__COL__:publishyear,8,8
kbaa-p060:__COL__:pagecount,8,8
kbaa-p060:__COL__:library,11,3
kbaa-p060:__COL__:description,8,8
kbaa-p060:__COL__:index,8,8
kbaa-p060:matches,131,123
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,18,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,53.036437246963565,49.797570850202426
kbaa-p063:__COL__:lastname,17,17
kbaa-p063:__COL__:firstname,17,15
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,16,14
kbaa-p063:__COL__:city,18,15
kbaa-p063:__COL__:publisher,17,17
kbaa-p063:__COL__:publishyear,18,16
kbaa-p063:__COL__:pagecount,17,16
kbaa-p063:__COL__:library,18,16
kbaa-p063:__COL__:description,18,17
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,227,214
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,97.00854700854701,91.45299145299145
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,19,19
kbaa-p059:__COL__:city,19,18
kbaa-p059:__COL__:publisher,19,18
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,19,18
kbaa-p059:__COL__:library,19,17
kbaa-p059:__COL__:description,17,18
kbaa-p059:__COL__:index,20,19
kbaa-p059:matches,252,246
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,96.92307692307692,94.61538461538461
kbaa-p096:__COL__:lastname,5,5
kbaa-p096:__COL__:firstname,4,4
kbaa-p096:__COL__:maidenname,16,17
kbaa-p096:__COL__:birthyear,5,4
kbaa-p096:__COL__:deathyear,11,11
kbaa-p096:__COL__:title,3,3
kbaa-p096:__COL__:city,5,5
kbaa-p096:__COL__:publisher,7,6
kbaa-p096:__COL__:publishyear,3,3
kbaa-p096:__COL__:pagecount,4,4
kbaa-p096:__COL__:library,3,0
kbaa-p096:__COL__:description,3,3
kbaa-p096:__COL__:index,3,3
kbaa-p096:matches,72,68
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,30.76923076923077,29.059829059829063
kbaa-p038:__COL__:lastname,21,20
kbaa-p038:__COL__:firstname,20,11
kbaa-p038:__COL__:maidenname,20,20
kbaa-p038:__COL__:birthyear,21,13
kbaa-p038:__COL__:deathyear,21,19
kbaa-p038:__COL__:title,18,13
kbaa-p038:__COL__:city,21,13
kbaa-p038:__COL__:publisher,19,11
kbaa-p038:__COL__:publishyear,21,10
kbaa-p038:__COL__:pagecount,21,9
kbaa-p038:__COL__:library,21,14
kbaa-p038:__COL__:description,21,13
kbaa-p038:__COL__:index,21,13
kbaa-p038:matches,266,179
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,21,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,97.43589743589743,65.56776556776556
kbaa-p043:__COL__:lastname,19,19
kbaa-p043:__COL__:firstname,18,19
kbaa-p043:__COL__:maidenname,19,18
kbaa-p043:__COL__:birthyear,19,19
kbaa-p043:__COL__:deathyear,19,19
kbaa-p043:__COL__:title,19,19
kbaa-p043:__COL__:city,19,19
kbaa-p043:__COL__:publisher,19,18
kbaa-p043:__COL__:publishyear,19,19
kbaa-p043:__COL__:pagecount,19,18
kbaa-p043:__COL__:library,18,17
kbaa-p043:__COL__:description,18,16
kbaa-p043:__COL__:index,19,19
kbaa-p043:matches,244,239
kbaa-p043:total,247,247
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,19,19
kbaa-p043:gt_nrows,19,19
kbaa-p043:matches_pct,98.78542510121457,96.76113360323887
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,18
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,18,19
kbaa-p106:__COL__:title,18,15
kbaa-p106:__COL__:city,18,19
kbaa-p106:__COL__:publisher,19,18
kbaa-p106:__COL__:publishyear,19,18
kbaa-p106:__COL__:pagecount,19,18
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,17,18
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,242,236
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,97.97570850202429,95.54655870445345
kbaa-p151:__COL__:lastname,20,20
kbaa-p151:__COL__:firstname,20,19
kbaa-p151:__COL__:maidenname,20,19
kbaa-p151:__COL__:birthyear,20,20
kbaa-p151:__COL__:deathyear,20,20
kbaa-p151:__COL__:title,19,19
kbaa-p151:__COL__:city,20,20
kbaa-p151:__COL__:publisher,20,20
kbaa-p151:__COL__:publishyear,19,20
kbaa-p151:__COL__:pagecount,20,20
kbaa-p151:__COL__:library,20,15
kbaa-p151:__COL__:description,16,17
kbaa-p151:__COL__:index,20,20
kbaa-p151:matches,254,249
kbaa-p151:total,260,260
kbaa-p151:mismatch_bool,False,False
kbaa-p151:pred_nrows,20,20
kbaa-p151:pred_adj_nrows,20,20
kbaa-p151:gt_nrows,20,20
kbaa-p151:matches_pct,97.6923076923077,95.76923076923077
kbaa-p003:__COL__:lastname,19,18
kbaa-p003:__COL__:firstname,18,18
kbaa-p003:__COL__:maidenname,19,19
kbaa-p003:__COL__:birthyear,19,19
kbaa-p003:__COL__:deathyear,19,19
kbaa-p003:__COL__:title,19,18
kbaa-p003:__COL__:city,19,18
kbaa-p003:__COL__:publisher,19,18
kbaa-p003:__COL__:publishyear,19,19
kbaa-p003:__COL__:pagecount,19,19
kbaa-p003:__COL__:library,19,16
kbaa-p003:__COL__:description,19,17
kbaa-p003:__COL__:index,19,18
kbaa-p003:matches,246,236
kbaa-p003:total,247,247
kbaa-p003:mismatch_bool,False,False
kbaa-p003:pred_nrows,19,18
kbaa-p003:pred_adj_nrows,19,19
kbaa-p003:gt_nrows,19,19
kbaa-p003:matches_pct,99.59514170040485,95.54655870445345
kbaa-p107:matches,,
kbaa-p107:total,,
kbaa-p107:mismatch_bool,True,True
kbaa-p107:pred_nrows,20,20
kbaa-p107:pred_adj_nrows,20,20
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,,
kbaa-p039:matches,,258
kbaa-p039:total,,260
kbaa-p039:mismatch_bool,True,False
kbaa-p039:pred_nrows,21,20
kbaa-p039:pred_adj_nrows,21,20
kbaa-p039:gt_nrows,20,20
kbaa-p039:matches_pct,,99.23076923076923
kbaa-p058:matches,,
kbaa-p058:total,,
kbaa-p058:mismatch_bool,True,True
kbaa-p058:pred_nrows,19,19
kbaa-p058:pred_adj_nrows,19,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,,
kbaa-p062:__COL__:lastname,20,19
kbaa-p062:__COL__:firstname,17,17
kbaa-p062:__COL__:maidenname,19,20
kbaa-p062:__COL__:birthyear,20,20
kbaa-p062:__COL__:deathyear,20,19
kbaa-p062:__COL__:title,20,20
kbaa-p062:__COL__:city,19,20
kbaa-p062:__COL__:publisher,19,16
kbaa-p062:__COL__:publishyear,19,17
kbaa-p062:__COL__:pagecount,19,20
kbaa-p062:__COL__:library,19,18
kbaa-p062:__COL__:description,19,19
kbaa-p062:__COL__:index,20,20
kbaa-p062:matches,250,245
kbaa-p062:total,260,260
kbaa-p062:mismatch_bool,False,False
kbaa-p062:pred_nrows,20,19
kbaa-p062:pred_adj_nrows,20,20
kbaa-p062:gt_nrows,20,20
kbaa-p062:matches_pct,96.15384615384616,94.23076923076923
kbaa-p069:__COL__:lastname,21,22
kbaa-p069:__COL__:firstname,21,21
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,20,20
kbaa-p069:__COL__:city,22,21
kbaa-p069:__COL__:publisher,21,20
kbaa-p069:__COL__:publishyear,20,20
kbaa-p069:__COL__:pagecount,21,21
kbaa-p069:__COL__:library,19,19
kbaa-p069:__COL__:description,19,21
kbaa-p069:__COL__:index,22,21
kbaa-p069:matches,271,272
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,21,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,94.75524475524476,95.1048951048951
kbaa-p100:__COL__:lastname,12,20
kbaa-p100:__COL__:firstname,6,20
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,6,19
kbaa-p100:__COL__:deathyear,12,16
kbaa-p100:__COL__:title,4,19
kbaa-p100:__COL__:city,7,18
kbaa-p100:__COL__:publisher,6,19
kbaa-p100:__COL__:publishyear,4,20
kbaa-p100:__COL__:pagecount,4,19
kbaa-p100:__COL__:library,8,19
kbaa-p100:__COL__:description,3,19
kbaa-p100:__COL__:index,3,18
kbaa-p100:matches,95,246
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,19,20
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,36.53846153846153,94.61538461538461
kbaa-p012:__COL__:lastname,21,21
kbaa-p012:__COL__:firstname,21,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,20
kbaa-p012:__COL__:deathyear,21,20
kbaa-p012:__COL__:title,19,16
kbaa-p012:__COL__:city,19,18
kbaa-p012:__COL__:publisher,20,18
kbaa-p012:__COL__:publishyear,20,20
kbaa-p012:__COL__:pagecount,20,19
kbaa-p012:__COL__:library,20,16
kbaa-p012:__COL__:description,19,18
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,263,249
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,20,20
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,96.33699633699634,91.20879120879121
kbaa-p004:__COL__:lastname,20,20
kbaa-p004:__COL__:firstname,20,20
kbaa-p004:__COL__:maidenname,20,20
kbaa-p004:__COL__:birthyear,20,20
kbaa-p004:__COL__:deathyear,20,20
kbaa-p004:__COL__:title,19,18
kbaa-p004:__COL__:city,19,18
kbaa-p004:__COL__:publisher,18,17
kbaa-p004:__COL__:publishyear,19,19
kbaa-p004:__COL__:pagecount,18,18
kbaa-p004:__COL__:library,19,15
kbaa-p004:__COL__:description,17,16
kbaa-p004:__COL__:index,20,18
kbaa-p004:matches,249,239
kbaa-p004:total,260,260
kbaa-p004:mismatch_bool,False,False
kbaa-p004:pred_nrows,19,19
kbaa-p004:pred_adj_nrows,20,20
kbaa-p004:gt_nrows,20,20
kbaa-p004:matches_pct,95.76923076923077,91.92307692307692
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,18
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,16
kbaa-p073:__COL__:deathyear,19,16
kbaa-p073:__COL__:title,19,16
kbaa-p073:__COL__:city,18,19
kbaa-p073:__COL__:publisher,18,18
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,18,16
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,242,233
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,97.97570850202429,94.33198380566802
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,18,18
kbaa-p065:__COL__:city,18,17
kbaa-p065:__COL__:publisher,17,16
kbaa-p065:__COL__:publishyear,19,18
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,17
kbaa-p065:__COL__:description,18,18
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,241,236
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,97.57085020242914,95.54655870445345
kbaa-p049:__COL__:lastname,18,19
kbaa-p049:__COL__:firstname,18,19
kbaa-p049:__COL__:maidenname,18,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,17
kbaa-p049:__COL__:city,19,18
kbaa-p049:__COL__:publisher,19,16
kbaa-p049:__COL__:publishyear,19,18
kbaa-p049:__COL__:pagecount,19,18
kbaa-p049:__COL__:library,19,14
kbaa-p049:__COL__:description,17,15
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,242,230
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,97.97570850202429,93.11740890688259
kbaa-p008:__COL__:lastname,17,17
kbaa-p008:__COL__:firstname,16,15
kbaa-p008:__COL__:maidenname,22,21
kbaa-p008:__COL__:birthyear,17,15
kbaa-p008:__COL__:deathyear,20,18
kbaa-p008:__COL__:title,13,12
kbaa-p008:__COL__:city,16,16
kbaa-p008:__COL__:publisher,15,14
kbaa-p008:__COL__:publishyear,15,15
kbaa-p008:__COL__:pagecount,16,15
kbaa-p008:__COL__:library,15,1
kbaa-p008:__COL__:description,16,15
kbaa-p008:__COL__:index,15,15
kbaa-p008:matches,213,189
kbaa-p008:total,286,286
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,21,21
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,74.47552447552448,66.08391608391608
kbaa-p009:matches,,
kbaa-p009:total,,
kbaa-p009:mismatch_bool,True,True
kbaa-p009:pred_nrows,24,21
kbaa-p009:pred_adj_nrows,24,21
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,,
kbaa-p048:matches,,
kbaa-p048:total,,
kbaa-p048:mismatch_bool,True,True
kbaa-p048:pred_nrows,19,19
kbaa-p048:pred_adj_nrows,19,19
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,,
kbaa-p121:matches,,264
kbaa-p121:total,,286
kbaa-p121:mismatch_bool,True,False
kbaa-p121:pred_nrows,20,22
kbaa-p121:pred_adj_nrows,20,22
kbaa-p121:gt_nrows,22,22
kbaa-p121:matches_pct,,92.3076923076923
kbaa-p064:__COL__:lastname,21,21
kbaa-p064:__COL__:firstname,20,21
kbaa-p064:__COL__:maidenname,21,21
kbaa-p064:__COL__:birthyear,21,20
kbaa-p064:__COL__:deathyear,21,20
kbaa-p064:__COL__:title,20,20
kbaa-p064:__COL__:city,21,21
kbaa-p064:__COL__:publisher,21,20
kbaa-p064:__COL__:publishyear,21,21
kbaa-p064:__COL__:pagecount,21,21
kbaa-p064:__COL__:library,21,21
kbaa-p064:__COL__:description,21,20
kbaa-p064:__COL__:index,21,21
kbaa-p064:matches,271,268
kbaa-p064:total,273,273
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,21,21
kbaa-p064:pred_adj_nrows,21,21
kbaa-p064:gt_nrows,21,21
kbaa-p064:matches_pct,99.26739926739927,98.16849816849816
kbaa-p072:__COL__:lastname,19,
kbaa-p072:__COL__:firstname,19,
kbaa-p072:__COL__:maidenname,18,
kbaa-p072:__COL__:birthyear,18,
kbaa-p072:__COL__:deathyear,19,
kbaa-p072:__COL__:title,19,
kbaa-p072:__COL__:city,19,
kbaa-p072:__COL__:publisher,16,
kbaa-p072:__COL__:publishyear,19,
kbaa-p072:__COL__:pagecount,19,
kbaa-p072:__COL__:library,19,
kbaa-p072:__COL__:description,17,
kbaa-p072:__COL__:index,19,
kbaa-p072:matches,240,
kbaa-p072:total,247,
kbaa-p072:mismatch_bool,False,True
kbaa-p072:pred_nrows,19,20
kbaa-p072:pred_adj_nrows,19,20
kbaa-p072:gt_nrows,19,19
kbaa-p072:matches_pct,97.16599190283401,
