,gemini-2.5-flash,gpt-4o
kbaa-p039:matches_pct,95.23809523809523,97.06959706959707
kbaa-p043:__COL__:lastname,20,20
kbaa-p043:__COL__:firstname,19,20
kbaa-p043:__COL__:maidenname,20,19
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,16,20
kbaa-p043:__COL__:city,20,20
kbaa-p043:__COL__:publisher,20,19
kbaa-p043:__COL__:publishyear,20,20
kbaa-p043:__COL__:pagecount,20,18
kbaa-p043:__COL__:library,19,18
kbaa-p043:__COL__:description,13,16
kbaa-p043:__COL__:index,20,20
kbaa-p043:matches,247,250
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,95.0,96.15384615384616
kbaa-p048:__COL__:lastname,20,
kbaa-p048:__COL__:firstname,21,
kbaa-p048:__COL__:maidenname,22,
kbaa-p048:__COL__:birthyear,22,
kbaa-p048:__COL__:deathyear,22,
kbaa-p048:__COL__:title,20,
kbaa-p048:__COL__:city,21,
kbaa-p048:__COL__:publisher,21,
kbaa-p048:__COL__:publishyear,21,
kbaa-p048:__COL__:pagecount,21,
kbaa-p048:__COL__:library,21,
kbaa-p048:__COL__:description,20,
kbaa-p048:__COL__:index,22,
kbaa-p048:matches,274,
kbaa-p048:total,286,
kbaa-p048:mismatch_bool,False,True
kbaa-p048:pred_nrows,21,10
kbaa-p048:pred_adj_nrows,22,10
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,95.8041958041958,
kbaa-p049:__COL__:lastname,18,19
kbaa-p049:__COL__:firstname,18,16
kbaa-p049:__COL__:maidenname,19,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,18
kbaa-p049:__COL__:city,19,18
kbaa-p049:__COL__:publisher,19,17
kbaa-p049:__COL__:publishyear,19,18
kbaa-p049:__COL__:pagecount,19,18
kbaa-p049:__COL__:library,18,17
kbaa-p049:__COL__:description,18,17
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,243,234
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,98.38056680161942,94.73684210526315
kbaa-p058:__COL__:lastname,21,
kbaa-p058:__COL__:firstname,21,
kbaa-p058:__COL__:maidenname,21,
kbaa-p058:__COL__:birthyear,21,
kbaa-p058:__COL__:deathyear,21,
kbaa-p058:__COL__:title,21,
kbaa-p058:__COL__:city,20,
kbaa-p058:__COL__:publisher,21,
kbaa-p058:__COL__:publishyear,21,
kbaa-p058:__COL__:pagecount,21,
kbaa-p058:__COL__:library,21,
kbaa-p058:__COL__:description,18,
kbaa-p058:__COL__:index,21,
kbaa-p058:matches,269,
kbaa-p058:total,273,
kbaa-p058:mismatch_bool,False,True
kbaa-p058:pred_nrows,20,19
kbaa-p058:pred_adj_nrows,21,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,98.53479853479854,
kbaa-p059:__COL__:lastname,20,20
kbaa-p059:__COL__:firstname,20,18
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,20,19
kbaa-p059:__COL__:city,20,19
kbaa-p059:__COL__:publisher,20,19
kbaa-p059:__COL__:publishyear,20,19
kbaa-p059:__COL__:pagecount,20,18
kbaa-p059:__COL__:library,18,17
kbaa-p059:__COL__:description,17,18
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,255,247
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,19,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,98.07692307692307,95.0
kbaa-p060:__COL__:lastname,19,14
kbaa-p060:__COL__:firstname,19,8
kbaa-p060:__COL__:maidenname,19,17
kbaa-p060:__COL__:birthyear,19,10
kbaa-p060:__COL__:deathyear,19,14
kbaa-p060:__COL__:title,19,8
kbaa-p060:__COL__:city,19,8
kbaa-p060:__COL__:publisher,19,9
kbaa-p060:__COL__:publishyear,19,8
kbaa-p060:__COL__:pagecount,19,8
kbaa-p060:__COL__:library,19,10
kbaa-p060:__COL__:description,16,8
kbaa-p060:__COL__:index,19,8
kbaa-p060:matches,244,130
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,19,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,98.78542510121457,52.63157894736842
kbaa-p061:__COL__:lastname,20,
kbaa-p061:__COL__:firstname,19,
kbaa-p061:__COL__:maidenname,20,
kbaa-p061:__COL__:birthyear,20,
kbaa-p061:__COL__:deathyear,20,
kbaa-p061:__COL__:title,20,
kbaa-p061:__COL__:city,18,
kbaa-p061:__COL__:publisher,18,
kbaa-p061:__COL__:publishyear,20,
kbaa-p061:__COL__:pagecount,19,
kbaa-p061:__COL__:library,20,
kbaa-p061:__COL__:description,19,
kbaa-p061:__COL__:index,20,
kbaa-p061:matches,253,
kbaa-p061:total,260,
kbaa-p061:mismatch_bool,False,True
kbaa-p061:pred_nrows,20,18
kbaa-p061:pred_adj_nrows,20,18
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,97.3076923076923,
kbaa-p062:__COL__:lastname,20,
kbaa-p062:__COL__:firstname,17,
kbaa-p062:__COL__:maidenname,21,
kbaa-p062:__COL__:birthyear,21,
kbaa-p062:__COL__:deathyear,21,
kbaa-p062:__COL__:title,20,
kbaa-p062:__COL__:city,21,
kbaa-p062:__COL__:publisher,21,
kbaa-p062:__COL__:publishyear,21,
kbaa-p062:__COL__:pagecount,21,
kbaa-p062:__COL__:library,21,
kbaa-p062:__COL__:description,19,
kbaa-p062:__COL__:index,21,
kbaa-p062:matches,265,
kbaa-p062:total,273,
kbaa-p062:mismatch_bool,False,True
kbaa-p062:pred_nrows,21,19
kbaa-p062:pred_adj_nrows,21,19
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,97.06959706959707,
kbaa-p063:__COL__:lastname,17,18
kbaa-p063:__COL__:firstname,17,18
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,15,17
kbaa-p063:__COL__:city,17,17
kbaa-p063:__COL__:publisher,16,18
kbaa-p063:__COL__:publishyear,17,17
kbaa-p063:__COL__:pagecount,17,16
kbaa-p063:__COL__:library,18,16
kbaa-p063:__COL__:description,17,17
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,222,225
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,17
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,94.87179487179486,96.15384615384616
kbaa-p064:__COL__:lastname,21,22
kbaa-p064:__COL__:firstname,20,21
kbaa-p064:__COL__:maidenname,22,21
kbaa-p064:__COL__:birthyear,22,22
kbaa-p064:__COL__:deathyear,22,22
kbaa-p064:__COL__:title,21,21
kbaa-p064:__COL__:city,21,22
kbaa-p064:__COL__:publisher,21,22
kbaa-p064:__COL__:publishyear,21,22
kbaa-p064:__COL__:pagecount,22,22
kbaa-p064:__COL__:library,22,22
kbaa-p064:__COL__:description,21,20
kbaa-p064:__COL__:index,22,22
kbaa-p064:matches,278,281
kbaa-p064:total,286,286
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,22,21
kbaa-p064:pred_adj_nrows,22,22
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,97.2027972027972,98.25174825174825
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,18,18
kbaa-p065:__COL__:city,18,18
kbaa-p065:__COL__:publisher,18,17
kbaa-p065:__COL__:publishyear,19,19
kbaa-p065:__COL__:pagecount,19,18
kbaa-p065:__COL__:library,18,18
kbaa-p065:__COL__:description,17,18
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,241,240
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,97.57085020242914,97.16599190283401
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,18,18
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,18,14
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,11
kbaa-p066:__COL__:description,18,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,234,223
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,100.0,95.2991452991453
kbaa-p067:__COL__:lastname,19,20
kbaa-p067:__COL__:firstname,19,19
kbaa-p067:__COL__:maidenname,19,19
kbaa-p067:__COL__:birthyear,20,20
kbaa-p067:__COL__:deathyear,20,20
kbaa-p067:__COL__:title,17,18
kbaa-p067:__COL__:city,20,20
kbaa-p067:__COL__:publisher,19,19
kbaa-p067:__COL__:publishyear,20,18
kbaa-p067:__COL__:pagecount,20,19
kbaa-p067:__COL__:library,20,15
kbaa-p067:__COL__:description,15,16
kbaa-p067:__COL__:index,20,20
kbaa-p067:matches,248,243
kbaa-p067:total,260,260
kbaa-p067:mismatch_bool,False,False
kbaa-p067:pred_nrows,20,19
kbaa-p067:pred_adj_nrows,20,20
kbaa-p067:gt_nrows,20,20
kbaa-p067:matches_pct,95.38461538461539,93.46153846153847
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,19,19
kbaa-p068:__COL__:maidenname,19,18
kbaa-p068:__COL__:birthyear,20,17
kbaa-p068:__COL__:deathyear,20,17
kbaa-p068:__COL__:title,15,18
kbaa-p068:__COL__:city,20,20
kbaa-p068:__COL__:publisher,20,19
kbaa-p068:__COL__:publishyear,20,19
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,19,19
kbaa-p068:__COL__:description,19,19
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,251,245
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,96.53846153846153,94.23076923076923
kbaa-p069:__COL__:lastname,22,21
kbaa-p069:__COL__:firstname,21,21
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,22,22
kbaa-p069:__COL__:city,22,22
kbaa-p069:__COL__:publisher,20,20
kbaa-p069:__COL__:publishyear,21,21
kbaa-p069:__COL__:pagecount,21,21
kbaa-p069:__COL__:library,19,20
kbaa-p069:__COL__:description,20,21
kbaa-p069:__COL__:index,22,22
kbaa-p069:matches,275,277
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,21,21
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,96.15384615384616,96.85314685314685
kbaa-p070:__COL__:lastname,19,
kbaa-p070:__COL__:firstname,18,
kbaa-p070:__COL__:maidenname,19,
kbaa-p070:__COL__:birthyear,19,
kbaa-p070:__COL__:deathyear,19,
kbaa-p070:__COL__:title,19,
kbaa-p070:__COL__:city,16,
kbaa-p070:__COL__:publisher,18,
kbaa-p070:__COL__:publishyear,18,
kbaa-p070:__COL__:pagecount,19,
kbaa-p070:__COL__:library,18,
kbaa-p070:__COL__:description,17,
kbaa-p070:__COL__:index,18,
kbaa-p070:matches,237,
kbaa-p070:total,247,
kbaa-p070:mismatch_bool,False,True
kbaa-p070:pred_nrows,18,17
kbaa-p070:pred_adj_nrows,19,17
kbaa-p070:gt_nrows,19,19
kbaa-p070:matches_pct,95.95141700404858,
kbaa-p071:__COL__:lastname,21,21
kbaa-p071:__COL__:firstname,20,20
kbaa-p071:__COL__:maidenname,20,19
kbaa-p071:__COL__:birthyear,20,20
kbaa-p071:__COL__:deathyear,21,20
kbaa-p071:__COL__:title,20,19
kbaa-p071:__COL__:city,20,19
kbaa-p071:__COL__:publisher,21,17
kbaa-p071:__COL__:publishyear,19,19
kbaa-p071:__COL__:pagecount,21,19
kbaa-p071:__COL__:library,21,15
kbaa-p071:__COL__:description,19,20
kbaa-p071:__COL__:index,21,21
kbaa-p071:matches,264,249
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,21,21
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,96.7032967032967,91.20879120879121
kbaa-p072:__COL__:lastname,12,20
kbaa-p072:__COL__:firstname,4,19
kbaa-p072:__COL__:maidenname,18,19
kbaa-p072:__COL__:birthyear,7,19
kbaa-p072:__COL__:deathyear,18,20
kbaa-p072:__COL__:title,4,20
kbaa-p072:__COL__:city,6,19
kbaa-p072:__COL__:publisher,5,19
kbaa-p072:__COL__:publishyear,5,20
kbaa-p072:__COL__:pagecount,4,20
kbaa-p072:__COL__:library,5,20
kbaa-p072:__COL__:description,4,19
kbaa-p072:__COL__:index,4,20
kbaa-p072:matches,96,254
kbaa-p072:total,260,260
kbaa-p072:mismatch_bool,False,False
kbaa-p072:pred_nrows,20,19
kbaa-p072:pred_adj_nrows,20,20
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,36.92307692307693,97.6923076923077
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,18
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,17
kbaa-p073:__COL__:deathyear,19,17
kbaa-p073:__COL__:title,19,18
kbaa-p073:__COL__:city,18,19
kbaa-p073:__COL__:publisher,19,18
kbaa-p073:__COL__:publishyear,19,18
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,19,19
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,244,239
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,98.78542510121457,96.76113360323887
kbaa-p096:__COL__:lastname,16,5
kbaa-p096:__COL__:firstname,17,4
kbaa-p096:__COL__:maidenname,17,16
kbaa-p096:__COL__:birthyear,18,5
kbaa-p096:__COL__:deathyear,18,11
kbaa-p096:__COL__:title,15,3
kbaa-p096:__COL__:city,17,5
kbaa-p096:__COL__:publisher,17,5
kbaa-p096:__COL__:publishyear,18,3
kbaa-p096:__COL__:pagecount,17,4
kbaa-p096:__COL__:library,16,0
kbaa-p096:__COL__:description,17,2
kbaa-p096:__COL__:index,18,3
kbaa-p096:matches,221,66
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,18,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,94.44444444444444,28.205128205128204
kbaa-p100:__COL__:lastname,20,20
kbaa-p100:__COL__:firstname,20,20
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,20,19
kbaa-p100:__COL__:deathyear,20,20
kbaa-p100:__COL__:title,20,18
kbaa-p100:__COL__:city,20,20
kbaa-p100:__COL__:publisher,20,19
kbaa-p100:__COL__:publishyear,20,16
kbaa-p100:__COL__:pagecount,20,19
kbaa-p100:__COL__:library,20,19
kbaa-p100:__COL__:description,16,18
kbaa-p100:__COL__:index,19,15
kbaa-p100:matches,255,243
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,20,20
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,98.07692307692307,93.46153846153847
kbaa-p101:__COL__:lastname,22,15
kbaa-p101:__COL__:firstname,22,12
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,22,14
kbaa-p101:__COL__:deathyear,22,20
kbaa-p101:__COL__:title,22,9
kbaa-p101:__COL__:city,22,13
kbaa-p101:__COL__:publisher,21,10
kbaa-p101:__COL__:publishyear,22,12
kbaa-p101:__COL__:pagecount,22,12
kbaa-p101:__COL__:library,22,11
kbaa-p101:__COL__:description,20,9
kbaa-p101:__COL__:index,22,12
kbaa-p101:matches,283,171
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,22,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,98.95104895104895,59.79020979020979
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,18
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,18,19
kbaa-p106:__COL__:title,17,16
kbaa-p106:__COL__:city,19,19
kbaa-p106:__COL__:publisher,19,18
kbaa-p106:__COL__:publishyear,19,17
kbaa-p106:__COL__:pagecount,19,18
kbaa-p106:__COL__:library,19,17
kbaa-p106:__COL__:description,18,18
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,243,236
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,98.38056680161942,95.54655870445345
kbaa-p107:__COL__:lastname,22,
kbaa-p107:__COL__:firstname,22,
kbaa-p107:__COL__:maidenname,22,
kbaa-p107:__COL__:birthyear,22,
kbaa-p107:__COL__:deathyear,22,
kbaa-p107:__COL__:title,22,
kbaa-p107:__COL__:city,22,
kbaa-p107:__COL__:publisher,22,
kbaa-p107:__COL__:publishyear,22,
kbaa-p107:__COL__:pagecount,22,
kbaa-p107:__COL__:library,22,
kbaa-p107:__COL__:description,20,
kbaa-p107:__COL__:index,22,
kbaa-p107:matches,284,
kbaa-p107:total,286,
kbaa-p107:mismatch_bool,False,True
kbaa-p107:pred_nrows,21,19
kbaa-p107:pred_adj_nrows,22,19
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,99.3006993006993,
kbaa-p113:__COL__:lastname,21,22
kbaa-p113:__COL__:firstname,21,21
