,gemini-2.5-flash,gpt-4o
kbaa-p011:pred_adj_nrows,22,22
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,97.9020979020979,98.25174825174825
kbaa-p012:__COL__:lastname,21,20
kbaa-p012:__COL__:firstname,21,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,21
kbaa-p012:__COL__:deathyear,21,21
kbaa-p012:__COL__:title,20,18
kbaa-p012:__COL__:city,21,21
kbaa-p012:__COL__:publisher,21,20
kbaa-p012:__COL__:publishyear,21,21
kbaa-p012:__COL__:pagecount,21,20
kbaa-p012:__COL__:library,21,21
kbaa-p012:__COL__:description,20,20
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,271,266
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,21,21
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,99.26739926739927,97.43589743589743
kbaa-p038:__COL__:lastname,20,20
kbaa-p038:__COL__:firstname,14,12
kbaa-p038:__COL__:maidenname,21,19
kbaa-p038:__COL__:birthyear,14,14
kbaa-p038:__COL__:deathyear,19,19
kbaa-p038:__COL__:title,12,13
kbaa-p038:__COL__:city,14,14
kbaa-p038:__COL__:publisher,13,14
kbaa-p038:__COL__:publishyear,13,13
kbaa-p038:__COL__:pagecount,13,13
kbaa-p038:__COL__:library,15,15
kbaa-p038:__COL__:description,7,10
kbaa-p038:__COL__:index,13,13
kbaa-p038:matches,188,189
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,20,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,68.86446886446886,69.23076923076923
kbaa-p039:__COL__:lastname,21,
kbaa-p039:__COL__:firstname,21,
kbaa-p039:__COL__:maidenname,21,
kbaa-p039:__COL__:birthyear,21,
kbaa-p039:__COL__:deathyear,21,
kbaa-p039:__COL__:title,19,
kbaa-p039:__COL__:city,21,
kbaa-p039:__COL__:publisher,21,
kbaa-p039:__COL__:publishyear,21,
kbaa-p039:__COL__:pagecount,21,
kbaa-p039:__COL__:library,21,
kbaa-p039:__COL__:description,18,
kbaa-p039:__COL__:index,21,
kbaa-p039:matches,268,
kbaa-p039:total,273,
kbaa-p039:mismatch_bool,False,True
kbaa-p039:pred_nrows,20,18
kbaa-p039:pred_adj_nrows,21,18
kbaa-p039:gt_nrows,21,21
kbaa-p039:matches_pct,98.16849816849816,
kbaa-p043:__COL__:lastname,19,20
kbaa-p043:__COL__:firstname,18,19
kbaa-p043:__COL__:maidenname,20,20
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,19,18
kbaa-p043:__COL__:city,20,19
kbaa-p043:__COL__:publisher,20,18
kbaa-p043:__COL__:publishyear,20,19
kbaa-p043:__COL__:pagecount,20,20
kbaa-p043:__COL__:library,19,19
kbaa-p043:__COL__:description,17,17
kbaa-p043:__COL__:index,20,19
kbaa-p043:matches,252,248
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,20,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,96.92307692307692,95.38461538461539
kbaa-p048:matches,,
kbaa-p048:total,,
kbaa-p048:mismatch_bool,True,True
kbaa-p048:pred_nrows,23,20
kbaa-p048:pred_adj_nrows,23,20
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,,
kbaa-p049:__COL__:lastname,18,18
kbaa-p049:__COL__:firstname,18,18
kbaa-p049:__COL__:maidenname,19,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,18
kbaa-p049:__COL__:city,19,19
kbaa-p049:__COL__:publisher,19,19
kbaa-p049:__COL__:publishyear,19,19
kbaa-p049:__COL__:pagecount,19,19
kbaa-p049:__COL__:library,19,19
kbaa-p049:__COL__:description,16,17
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,242,242
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,19
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,97.97570850202429,97.97570850202429
kbaa-p058:__COL__:lastname,21,
kbaa-p058:__COL__:firstname,19,
kbaa-p058:__COL__:maidenname,21,
kbaa-p058:__COL__:birthyear,21,
kbaa-p058:__COL__:deathyear,21,
kbaa-p058:__COL__:title,19,
kbaa-p058:__COL__:city,21,
kbaa-p058:__COL__:publisher,21,
kbaa-p058:__COL__:publishyear,21,
kbaa-p058:__COL__:pagecount,21,
kbaa-p058:__COL__:library,21,
kbaa-p058:__COL__:description,18,
kbaa-p058:__COL__:index,21,
kbaa-p058:matches,266,
kbaa-p058:total,273,
kbaa-p058:mismatch_bool,False,True
kbaa-p058:pred_nrows,20,19
kbaa-p058:pred_adj_nrows,21,19
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,97.43589743589743,
kbaa-p059:__COL__:lastname,19,20
kbaa-p059:__COL__:firstname,19,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,18,17
kbaa-p059:__COL__:city,19,20
kbaa-p059:__COL__:publisher,20,20
kbaa-p059:__COL__:publishyear,20,20
kbaa-p059:__COL__:pagecount,20,19
kbaa-p059:__COL__:library,20,20
kbaa-p059:__COL__:description,17,18
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,252,254
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,20,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,96.92307692307692,97.6923076923077
kbaa-p060:__COL__:lastname,13,13
kbaa-p060:__COL__:firstname,8,8
kbaa-p060:__COL__:maidenname,17,17
kbaa-p060:__COL__:birthyear,10,10
kbaa-p060:__COL__:deathyear,14,14
kbaa-p060:__COL__:title,8,8
kbaa-p060:__COL__:city,8,8
kbaa-p060:__COL__:publisher,9,9
kbaa-p060:__COL__:publishyear,8,8
kbaa-p060:__COL__:pagecount,8,8
kbaa-p060:__COL__:library,11,10
kbaa-p060:__COL__:description,6,8
kbaa-p060:__COL__:index,8,8
kbaa-p060:matches,128,129
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,18,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,51.821862348178136,52.226720647773284
kbaa-p061:__COL__:lastname,20,20
kbaa-p061:__COL__:firstname,20,19
kbaa-p061:__COL__:maidenname,20,20
kbaa-p061:__COL__:birthyear,20,20
kbaa-p061:__COL__:deathyear,20,20
kbaa-p061:__COL__:title,20,20
kbaa-p061:__COL__:city,20,20
kbaa-p061:__COL__:publisher,19,19
kbaa-p061:__COL__:publishyear,20,20
kbaa-p061:__COL__:pagecount,19,19
kbaa-p061:__COL__:library,20,20
kbaa-p061:__COL__:description,18,17
kbaa-p061:__COL__:index,20,20
kbaa-p061:matches,256,254
kbaa-p061:total,260,260
kbaa-p061:mismatch_bool,False,False
kbaa-p061:pred_nrows,20,20
kbaa-p061:pred_adj_nrows,20,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,98.46153846153847,97.6923076923077
kbaa-p062:__COL__:lastname,20,20
kbaa-p062:__COL__:firstname,17,20
kbaa-p062:__COL__:maidenname,21,21
kbaa-p062:__COL__:birthyear,21,21
kbaa-p062:__COL__:deathyear,21,21
kbaa-p062:__COL__:title,20,19
kbaa-p062:__COL__:city,21,21
kbaa-p062:__COL__:publisher,21,18
kbaa-p062:__COL__:publishyear,21,21
kbaa-p062:__COL__:pagecount,21,21
kbaa-p062:__COL__:library,21,21
kbaa-p062:__COL__:description,18,18
kbaa-p062:__COL__:index,21,21
kbaa-p062:matches,264,263
kbaa-p062:total,273,273
kbaa-p062:mismatch_bool,False,False
kbaa-p062:pred_nrows,21,21
kbaa-p062:pred_adj_nrows,21,21
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,96.7032967032967,96.33699633699634
kbaa-p063:__COL__:lastname,17,17
kbaa-p063:__COL__:firstname,18,18
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,14,14
kbaa-p063:__COL__:city,17,18
kbaa-p063:__COL__:publisher,16,17
kbaa-p063:__COL__:publishyear,17,18
kbaa-p063:__COL__:pagecount,17,17
kbaa-p063:__COL__:library,18,18
kbaa-p063:__COL__:description,16,18
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,221,226
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,18
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,94.44444444444444,96.58119658119658
kbaa-p064:__COL__:lastname,22,22
kbaa-p064:__COL__:firstname,21,22
kbaa-p064:__COL__:maidenname,22,22
kbaa-p064:__COL__:birthyear,22,22
kbaa-p064:__COL__:deathyear,22,22
kbaa-p064:__COL__:title,21,21
kbaa-p064:__COL__:city,22,21
kbaa-p064:__COL__:publisher,19,21
kbaa-p064:__COL__:publishyear,22,21
kbaa-p064:__COL__:pagecount,22,21
kbaa-p064:__COL__:library,22,22
kbaa-p064:__COL__:description,21,21
kbaa-p064:__COL__:index,22,22
kbaa-p064:matches,280,280
kbaa-p064:total,286,286
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,21,21
kbaa-p064:pred_adj_nrows,22,22
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,97.9020979020979,97.9020979020979
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,15,17
kbaa-p065:__COL__:city,19,18
kbaa-p065:__COL__:publisher,18,18
kbaa-p065:__COL__:publishyear,19,19
kbaa-p065:__COL__:pagecount,19,17
kbaa-p065:__COL__:library,18,18
kbaa-p065:__COL__:description,17,18
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,239,239
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,96.76113360323887,96.76113360323887
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,17,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,17,17
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,16,17
kbaa-p066:__COL__:publishyear,17,18
kbaa-p066:__COL__:pagecount,17,18
kbaa-p066:__COL__:library,17,18
kbaa-p066:__COL__:description,13,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,222,232
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,94.87179487179486,99.14529914529915
kbaa-p067:__COL__:lastname,20,8
kbaa-p067:__COL__:firstname,18,6
kbaa-p067:__COL__:maidenname,19,19
kbaa-p067:__COL__:birthyear,20,8
kbaa-p067:__COL__:deathyear,20,16
kbaa-p067:__COL__:title,17,4
kbaa-p067:__COL__:city,20,5
kbaa-p067:__COL__:publisher,19,3
kbaa-p067:__COL__:publishyear,19,3
kbaa-p067:__COL__:pagecount,19,3
kbaa-p067:__COL__:library,19,3
kbaa-p067:__COL__:description,13,2
kbaa-p067:__COL__:index,20,4
kbaa-p067:matches,243,84
kbaa-p067:total,260,260
kbaa-p067:mismatch_bool,False,False
kbaa-p067:pred_nrows,19,19
kbaa-p067:pred_adj_nrows,20,20
kbaa-p067:gt_nrows,20,20
kbaa-p067:matches_pct,93.46153846153847,32.30769230769231
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,19,19
kbaa-p068:__COL__:maidenname,19,19
kbaa-p068:__COL__:birthyear,20,19
kbaa-p068:__COL__:deathyear,20,19
kbaa-p068:__COL__:title,15,16
kbaa-p068:__COL__:city,19,19
kbaa-p068:__COL__:publisher,20,20
kbaa-p068:__COL__:publishyear,20,20
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,19,20
kbaa-p068:__COL__:description,19,18
kbaa-p068:__COL__:index,19,20
kbaa-p068:matches,249,249
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,95.76923076923077,95.76923076923077
kbaa-p069:__COL__:lastname,21,21
kbaa-p069:__COL__:firstname,20,20
kbaa-p069:__COL__:maidenname,22,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,22,22
kbaa-p069:__COL__:city,22,22
kbaa-p069:__COL__:publisher,21,21
kbaa-p069:__COL__:publishyear,22,22
kbaa-p069:__COL__:pagecount,22,22
kbaa-p069:__COL__:library,21,21
kbaa-p069:__COL__:description,21,22
kbaa-p069:__COL__:index,22,22
kbaa-p069:matches,280,281
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,22,22
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,97.9020979020979,98.25174825174825
kbaa-p070:matches,,
kbaa-p070:total,,
kbaa-p070:mismatch_bool,True,True
kbaa-p070:pred_nrows,17,17
kbaa-p070:pred_adj_nrows,17,17
kbaa-p070:gt_nrows,19,19
kbaa-p070:matches_pct,,
kbaa-p071:__COL__:lastname,21,19
kbaa-p071:__COL__:firstname,20,15
kbaa-p071:__COL__:maidenname,20,20
kbaa-p071:__COL__:birthyear,19,17
kbaa-p071:__COL__:deathyear,20,21
kbaa-p071:__COL__:title,21,16
kbaa-p071:__COL__:city,21,17
kbaa-p071:__COL__:publisher,21,16
kbaa-p071:__COL__:publishyear,19,15
kbaa-p071:__COL__:pagecount,21,17
kbaa-p071:__COL__:library,21,18
kbaa-p071:__COL__:description,18,17
kbaa-p071:__COL__:index,21,17
kbaa-p071:matches,263,225
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,21,20
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,96.33699633699634,82.41758241758241
kbaa-p072:__COL__:lastname,8,19
kbaa-p072:__COL__:firstname,4,19
kbaa-p072:__COL__:maidenname,18,19
kbaa-p072:__COL__:birthyear,7,19
kbaa-p072:__COL__:deathyear,18,20
kbaa-p072:__COL__:title,4,20
kbaa-p072:__COL__:city,5,20
kbaa-p072:__COL__:publisher,5,18
kbaa-p072:__COL__:publishyear,5,20
kbaa-p072:__COL__:pagecount,4,20
kbaa-p072:__COL__:library,5,20
kbaa-p072:__COL__:description,4,19
kbaa-p072:__COL__:index,4,20
kbaa-p072:matches,91,253
kbaa-p072:total,260,260
kbaa-p072:mismatch_bool,False,False
kbaa-p072:pred_nrows,20,19
kbaa-p072:pred_adj_nrows,20,20
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,35.0,97.3076923076923
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,17
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,19
kbaa-p073:__COL__:deathyear,19,19
kbaa-p073:__COL__:title,17,17
kbaa-p073:__COL__:city,19,19
kbaa-p073:__COL__:publisher,18,19
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,17,18
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,240,242
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,97.16599190283401,97.97570850202429
kbaa-p096:__COL__:lastname,5,5
kbaa-p096:__COL__:firstname,4,4
kbaa-p096:__COL__:maidenname,16,16
kbaa-p096:__COL__:birthyear,5,5
kbaa-p096:__COL__:deathyear,11,11
kbaa-p096:__COL__:title,2,2
kbaa-p096:__COL__:city,5,5
kbaa-p096:__COL__:publisher,7,7
kbaa-p096:__COL__:publishyear,3,3
kbaa-p096:__COL__:pagecount,4,4
kbaa-p096:__COL__:library,3,3
kbaa-p096:__COL__:description,3,3
kbaa-p096:__COL__:index,3,3
kbaa-p096:matches,71,71
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,30.34188034188034,30.34188034188034
kbaa-p100:__COL__:lastname,20,9
kbaa-p100:__COL__:firstname,20,6
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,20,6
kbaa-p100:__COL__:deathyear,20,12
kbaa-p100:__COL__:title,19,4
kbaa-p100:__COL__:city,20,6
kbaa-p100:__COL__:publisher,19,6
kbaa-p100:__COL__:publishyear,20,4
kbaa-p100:__COL__:pagecount,20,4
kbaa-p100:__COL__:library,20,8
kbaa-p100:__COL__:description,17,4
kbaa-p100:__COL__:index,19,3
kbaa-p100:matches,254,92
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,20,19
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,97.6923076923077,35.38461538461539
kbaa-p101:matches,,176
kbaa-p101:total,,286
kbaa-p101:mismatch_bool,True,False
kbaa-p101:pred_nrows,23,21
kbaa-p101:pred_adj_nrows,23,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,,61.53846153846154
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,18,18
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,19,19
kbaa-p106:__COL__:title,18,15
kbaa-p106:__COL__:city,19,18
kbaa-p106:__COL__:publisher,19,19
kbaa-p106:__COL__:publishyear,19,19
kbaa-p106:__COL__:pagecount,19,19
kbaa-p106:__COL__:library,19,19
kbaa-p106:__COL__:description,17,18
kbaa-p106:__COL__:index,19,18
kbaa-p106:matches,243,239
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,19
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,98.38056680161942,96.76113360323887
kbaa-p107:__COL__:lastname,22,22
kbaa-p107:__COL__:firstname,22,22
kbaa-p107:__COL__:maidenname,22,22
kbaa-p107:__COL__:birthyear,22,22
kbaa-p107:__COL__:deathyear,22,22
kbaa-p107:__COL__:title,21,22
kbaa-p107:__COL__:city,22,22
kbaa-p107:__COL__:publisher,22,22
kbaa-p107:__COL__:publishyear,22,22
kbaa-p107:__COL__:pagecount,22,22
kbaa-p107:__COL__:library,22,22
kbaa-p107:__COL__:description,19,20
kbaa-p107:__COL__:index,22,22
kbaa-p107:matches,282,284
kbaa-p107:total,286,286
kbaa-p107:mismatch_bool,False,False
kbaa-p107:pred_nrows,21,21
kbaa-p107:pred_adj_nrows,22,22
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,98.6013986013986,99.3006993006993
kbaa-p113:__COL__:lastname,21,21
kbaa-p113:__COL__:firstname,21,22
kbaa-p113:__COL__:maidenname,22,22
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,20,20
kbaa-p113:__COL__:city,21,21
kbaa-p113:__COL__:publisher,22,22
kbaa-p113:__COL__:publishyear,22,22
kbaa-p113:__COL__:pagecount,22,22
kbaa-p113:__COL__:library,22,22
kbaa-p113:__COL__:description,22,22
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,281,282
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
kbaa-p113:pred_nrows,22,22
kbaa-p113:pred_adj_nrows,22,22
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,98.25174825174825,98.6013986013986
kbaa-p114:__COL__:lastname,23,23
kbaa-p114:__COL__:firstname,23,23
kbaa-p114:__COL__:maidenname,23,23
kbaa-p114:__COL__:birthyear,23,23
kbaa-p114:__COL__:deathyear,23,23
kbaa-p114:__COL__:title,23,22
kbaa-p114:__COL__:city,23,22
kbaa-p114:__COL__:publisher,23,22
kbaa-p114:__COL__:publishyear,23,22
kbaa-p114:__COL__:pagecount,23,22
kbaa-p114:__COL__:library,23,22
kbaa-p114:__COL__:description,21,20
kbaa-p114:__COL__:index,23,23
kbaa-p114:matches,297,290
kbaa-p114:total,299,299
kbaa-p114:mismatch_bool,False,False
kbaa-p114:pred_nrows,23,22
kbaa-p114:pred_adj_nrows,23,23
kbaa-p114:gt_nrows,23,23
