,gemini-2.5-flash,gpt-4o
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,21,21
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,96.7032967032967,97.43589743589743
kbaa-p070:__COL__:lastname,6,18
kbaa-p070:__COL__:firstname,2,17
kbaa-p070:__COL__:maidenname,15,17
kbaa-p070:__COL__:birthyear,3,18
kbaa-p070:__COL__:deathyear,10,18
kbaa-p070:__COL__:title,1,18
kbaa-p070:__COL__:city,1,18
kbaa-p070:__COL__:publisher,1,17
kbaa-p070:__COL__:publishyear,1,18
kbaa-p070:__COL__:pagecount,1,18
kbaa-p070:__COL__:library,4,18
kbaa-p070:__COL__:description,1,18
kbaa-p070:__COL__:index,1,17
kbaa-p070:matches,47,230
kbaa-p070:total,234,234
kbaa-p070:mismatch_bool,False,False
kbaa-p070:pred_nrows,17,18
kbaa-p070:pred_adj_nrows,18,18
kbaa-p070:gt_nrows,18,18
kbaa-p070:matches_pct,20.085470085470085,98.29059829059828
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,18,18
kbaa-p066:__COL__:title,18,18
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,18,16
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,18
kbaa-p066:__COL__:description,14,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,230,232
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,98.29059829059828,99.14529914529915
kbaa-p119:__COL__:lastname,20,20
kbaa-p119:__COL__:firstname,19,19
kbaa-p119:__COL__:maidenname,20,20
kbaa-p119:__COL__:birthyear,20,20
kbaa-p119:__COL__:deathyear,20,20
kbaa-p119:__COL__:title,19,20
kbaa-p119:__COL__:city,20,18
kbaa-p119:__COL__:publisher,20,19
kbaa-p119:__COL__:publishyear,20,20
kbaa-p119:__COL__:pagecount,20,20
kbaa-p119:__COL__:library,20,20
kbaa-p119:__COL__:description,19,19
kbaa-p119:__COL__:index,20,20
kbaa-p119:matches,257,255
kbaa-p119:total,260,260
kbaa-p119:mismatch_bool,False,False
kbaa-p119:pred_nrows,19,19
kbaa-p119:pred_adj_nrows,20,20
kbaa-p119:gt_nrows,20,20
kbaa-p119:matches_pct,98.84615384615385,98.07692307692307
kbaa-p011:__COL__:lastname,11,
kbaa-p011:__COL__:firstname,7,
kbaa-p011:__COL__:maidenname,19,
kbaa-p011:__COL__:birthyear,9,
kbaa-p011:__COL__:deathyear,14,
kbaa-p011:__COL__:title,4,
kbaa-p011:__COL__:city,9,
kbaa-p011:__COL__:publisher,6,
kbaa-p011:__COL__:publishyear,4,
kbaa-p011:__COL__:pagecount,4,
kbaa-p011:__COL__:library,9,
kbaa-p011:__COL__:description,4,
kbaa-p011:__COL__:index,5,
kbaa-p011:matches,105,
kbaa-p011:total,286,
kbaa-p011:mismatch_bool,False,True
kbaa-p011:pred_nrows,22,20
kbaa-p011:pred_adj_nrows,22,20
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,36.71328671328671,
kbaa-p007:__COL__:lastname,20,20
kbaa-p007:__COL__:firstname,21,21
kbaa-p007:__COL__:maidenname,21,21
kbaa-p007:__COL__:birthyear,21,21
kbaa-p007:__COL__:deathyear,21,21
kbaa-p007:__COL__:title,21,21
kbaa-p007:__COL__:city,21,21
kbaa-p007:__COL__:publisher,21,21
kbaa-p007:__COL__:publishyear,21,21
kbaa-p007:__COL__:pagecount,21,21
kbaa-p007:__COL__:library,21,21
kbaa-p007:__COL__:description,19,21
kbaa-p007:__COL__:index,21,21
kbaa-p007:matches,270,272
kbaa-p007:total,273,273
kbaa-p007:mismatch_bool,False,False
kbaa-p007:pred_nrows,21,21
kbaa-p007:pred_adj_nrows,21,21
kbaa-p007:gt_nrows,21,21
kbaa-p007:matches_pct,98.9010989010989,99.63369963369964
kbaa-p115:__COL__:lastname,18,18
kbaa-p115:__COL__:firstname,17,17
kbaa-p115:__COL__:maidenname,18,18
kbaa-p115:__COL__:birthyear,18,18
kbaa-p115:__COL__:deathyear,18,18
kbaa-p115:__COL__:title,18,18
kbaa-p115:__COL__:city,17,17
kbaa-p115:__COL__:publisher,18,18
kbaa-p115:__COL__:publishyear,18,18
kbaa-p115:__COL__:pagecount,18,18
kbaa-p115:__COL__:library,17,17
kbaa-p115:__COL__:description,16,18
kbaa-p115:__COL__:index,18,18
kbaa-p115:matches,229,231
kbaa-p115:total,234,234
kbaa-p115:mismatch_bool,False,False
kbaa-p115:pred_nrows,18,18
kbaa-p115:pred_adj_nrows,18,18
kbaa-p115:gt_nrows,18,18
kbaa-p115:matches_pct,97.86324786324786,98.71794871794873
kbaa-p061:matches,,259
kbaa-p061:total,,260
kbaa-p061:mismatch_bool,True,False
kbaa-p061:pred_nrows,18,20
kbaa-p061:pred_adj_nrows,18,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,,99.61538461538461
kbaa-p124:__COL__:lastname,19,19
kbaa-p124:__COL__:firstname,19,18
kbaa-p124:__COL__:maidenname,19,19
kbaa-p124:__COL__:birthyear,19,19
kbaa-p124:__COL__:deathyear,19,19
kbaa-p124:__COL__:title,19,18
kbaa-p124:__COL__:city,19,19
kbaa-p124:__COL__:publisher,19,19
kbaa-p124:__COL__:publishyear,19,18
kbaa-p124:__COL__:pagecount,19,19
kbaa-p124:__COL__:library,19,18
kbaa-p124:__COL__:description,17,18
kbaa-p124:__COL__:index,19,19
kbaa-p124:matches,245,242
kbaa-p124:total,247,247
kbaa-p124:mismatch_bool,False,False
kbaa-p124:pred_nrows,19,18
kbaa-p124:pred_adj_nrows,19,19
kbaa-p124:gt_nrows,19,19
kbaa-p124:matches_pct,99.19028340080972,97.97570850202429
kbaa-p113:__COL__:lastname,21,21
kbaa-p113:__COL__:firstname,22,21
kbaa-p113:__COL__:maidenname,22,22
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,21,21
kbaa-p113:__COL__:city,22,21
kbaa-p113:__COL__:publisher,22,22
kbaa-p113:__COL__:publishyear,22,22
kbaa-p113:__COL__:pagecount,22,22
kbaa-p113:__COL__:library,22,22
kbaa-p113:__COL__:description,22,22
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,284,282
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
kbaa-p113:pred_nrows,22,22
kbaa-p113:pred_adj_nrows,22,22
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,99.3006993006993,98.6013986013986
kbaa-p060:__COL__:lastname,14,14
kbaa-p060:__COL__:firstname,8,8
kbaa-p060:__COL__:maidenname,16,17
kbaa-p060:__COL__:birthyear,10,10
kbaa-p060:__COL__:deathyear,14,14
kbaa-p060:__COL__:title,8,8
kbaa-p060:__COL__:city,8,8
kbaa-p060:__COL__:publisher,9,9
kbaa-p060:__COL__:publishyear,8,8
kbaa-p060:__COL__:pagecount,8,8
kbaa-p060:__COL__:library,11,11
kbaa-p060:__COL__:description,6,7
kbaa-p060:__COL__:index,8,8
kbaa-p060:matches,128,130
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,18,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,51.821862348178136,52.63157894736842
kbaa-p063:__COL__:lastname,17,17
kbaa-p063:__COL__:firstname,17,17
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,15,16
kbaa-p063:__COL__:city,17,18
kbaa-p063:__COL__:publisher,16,17
kbaa-p063:__COL__:publishyear,17,18
kbaa-p063:__COL__:pagecount,17,17
kbaa-p063:__COL__:library,18,18
kbaa-p063:__COL__:description,18,17
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,223,226
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,18
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,95.2991452991453,96.58119658119658
kbaa-p059:__COL__:lastname,19,20
kbaa-p059:__COL__:firstname,19,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,19,20
kbaa-p059:__COL__:city,19,20
kbaa-p059:__COL__:publisher,20,20
kbaa-p059:__COL__:publishyear,20,20
kbaa-p059:__COL__:pagecount,20,19
kbaa-p059:__COL__:library,20,20
kbaa-p059:__COL__:description,16,19
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,252,258
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,20,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,96.92307692307692,99.23076923076923
kbaa-p096:__COL__:lastname,5,5
kbaa-p096:__COL__:firstname,4,4
kbaa-p096:__COL__:maidenname,16,16
kbaa-p096:__COL__:birthyear,5,5
kbaa-p096:__COL__:deathyear,11,11
kbaa-p096:__COL__:title,2,2
kbaa-p096:__COL__:city,5,5
kbaa-p096:__COL__:publisher,7,7
kbaa-p096:__COL__:publishyear,3,3
kbaa-p096:__COL__:pagecount,4,4
kbaa-p096:__COL__:library,3,3
kbaa-p096:__COL__:description,3,3
kbaa-p096:__COL__:index,3,3
kbaa-p096:matches,71,71
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,17
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,30.34188034188034,30.34188034188034
kbaa-p038:__COL__:lastname,20,20
kbaa-p038:__COL__:firstname,14,12
kbaa-p038:__COL__:maidenname,21,21
kbaa-p038:__COL__:birthyear,14,14
kbaa-p038:__COL__:deathyear,19,19
kbaa-p038:__COL__:title,13,13
kbaa-p038:__COL__:city,14,14
kbaa-p038:__COL__:publisher,13,14
kbaa-p038:__COL__:publishyear,13,13
kbaa-p038:__COL__:pagecount,13,13
kbaa-p038:__COL__:library,15,15
kbaa-p038:__COL__:description,10,13
kbaa-p038:__COL__:index,13,13
kbaa-p038:matches,192,194
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,20,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,70.32967032967034,71.06227106227107
kbaa-p043:__COL__:lastname,19,19
kbaa-p043:__COL__:firstname,19,18
kbaa-p043:__COL__:maidenname,19,19
kbaa-p043:__COL__:birthyear,19,19
kbaa-p043:__COL__:deathyear,19,19
kbaa-p043:__COL__:title,19,19
kbaa-p043:__COL__:city,19,18
kbaa-p043:__COL__:publisher,19,19
kbaa-p043:__COL__:publishyear,19,19
kbaa-p043:__COL__:pagecount,19,19
kbaa-p043:__COL__:library,18,18
kbaa-p043:__COL__:description,16,18
kbaa-p043:__COL__:index,19,18
kbaa-p043:matches,243,242
kbaa-p043:total,247,247
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,19,19
kbaa-p043:pred_adj_nrows,19,19
kbaa-p043:gt_nrows,19,19
kbaa-p043:matches_pct,98.38056680161942,97.97570850202429
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,19,19
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,19,19
kbaa-p106:__COL__:title,19,17
kbaa-p106:__COL__:city,19,18
kbaa-p106:__COL__:publisher,19,19
kbaa-p106:__COL__:publishyear,19,19
kbaa-p106:__COL__:pagecount,19,19
kbaa-p106:__COL__:library,19,19
kbaa-p106:__COL__:description,18,15
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,246,240
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,99.59514170040485,97.16599190283401
kbaa-p151:matches,,
kbaa-p151:total,,
kbaa-p151:mismatch_bool,True,True
kbaa-p151:pred_nrows,21,21
kbaa-p151:pred_adj_nrows,21,21
kbaa-p151:gt_nrows,20,20
kbaa-p151:matches_pct,,
kbaa-p003:__COL__:lastname,18,17
kbaa-p003:__COL__:firstname,19,16
kbaa-p003:__COL__:maidenname,19,19
kbaa-p003:__COL__:birthyear,19,19
kbaa-p003:__COL__:deathyear,19,19
kbaa-p003:__COL__:title,19,18
kbaa-p003:__COL__:city,19,19
kbaa-p003:__COL__:publisher,19,19
kbaa-p003:__COL__:publishyear,19,19
kbaa-p003:__COL__:pagecount,19,19
kbaa-p003:__COL__:library,19,19
kbaa-p003:__COL__:description,19,19
kbaa-p003:__COL__:index,19,18
kbaa-p003:matches,246,240
kbaa-p003:total,247,247
kbaa-p003:mismatch_bool,False,False
kbaa-p003:pred_nrows,19,19
kbaa-p003:pred_adj_nrows,19,19
kbaa-p003:gt_nrows,19,19
kbaa-p003:matches_pct,99.59514170040485,97.16599190283401
kbaa-p107:__COL__:lastname,21,22
kbaa-p107:__COL__:firstname,21,22
kbaa-p107:__COL__:maidenname,22,22
kbaa-p107:__COL__:birthyear,22,22
kbaa-p107:__COL__:deathyear,22,22
kbaa-p107:__COL__:title,22,22
kbaa-p107:__COL__:city,22,22
kbaa-p107:__COL__:publisher,22,22
kbaa-p107:__COL__:publishyear,22,22
kbaa-p107:__COL__:pagecount,22,22
kbaa-p107:__COL__:library,22,22
kbaa-p107:__COL__:description,20,21
kbaa-p107:__COL__:index,22,22
kbaa-p107:matches,282,285
kbaa-p107:total,286,286
kbaa-p107:mismatch_bool,False,False
kbaa-p107:pred_nrows,22,21
kbaa-p107:pred_adj_nrows,22,22
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,98.6013986013986,99.65034965034964
kbaa-p039:matches,,256
kbaa-p039:total,,260
kbaa-p039:mismatch_bool,True,False
kbaa-p039:pred_nrows,18,20
kbaa-p039:pred_adj_nrows,18,20
kbaa-p039:gt_nrows,20,20
kbaa-p039:matches_pct,,98.46153846153847
kbaa-p058:matches,,70
kbaa-p058:total,,273
kbaa-p058:mismatch_bool,True,False
kbaa-p058:pred_nrows,19,20
kbaa-p058:pred_adj_nrows,19,21
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,,25.64102564102564
kbaa-p062:__COL__:lastname,19,
kbaa-p062:__COL__:firstname,17,
kbaa-p062:__COL__:maidenname,20,
kbaa-p062:__COL__:birthyear,20,
kbaa-p062:__COL__:deathyear,20,
kbaa-p062:__COL__:title,20,
kbaa-p062:__COL__:city,20,
kbaa-p062:__COL__:publisher,20,
kbaa-p062:__COL__:publishyear,20,
kbaa-p062:__COL__:pagecount,20,
kbaa-p062:__COL__:library,20,
kbaa-p062:__COL__:description,17,
kbaa-p062:__COL__:index,20,
kbaa-p062:matches,253,
kbaa-p062:total,260,
kbaa-p062:mismatch_bool,False,True
kbaa-p062:pred_nrows,19,21
kbaa-p062:pred_adj_nrows,20,21
kbaa-p062:gt_nrows,20,20
kbaa-p062:matches_pct,97.3076923076923,
kbaa-p069:__COL__:lastname,21,21
kbaa-p069:__COL__:firstname,21,21
kbaa-p069:__COL__:maidenname,21,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,21,21
kbaa-p069:__COL__:city,22,22
kbaa-p069:__COL__:publisher,20,21
kbaa-p069:__COL__:publishyear,22,22
kbaa-p069:__COL__:pagecount,22,22
kbaa-p069:__COL__:library,21,21
kbaa-p069:__COL__:description,22,22
kbaa-p069:__COL__:index,22,21
kbaa-p069:matches,279,280
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,22,22
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,97.55244755244755,97.9020979020979
kbaa-p100:__COL__:lastname,12,12
kbaa-p100:__COL__:firstname,6,6
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,6,6
kbaa-p100:__COL__:deathyear,12,12
kbaa-p100:__COL__:title,4,4
kbaa-p100:__COL__:city,7,7
kbaa-p100:__COL__:publisher,6,6
kbaa-p100:__COL__:publishyear,4,4
kbaa-p100:__COL__:pagecount,4,4
kbaa-p100:__COL__:library,8,8
kbaa-p100:__COL__:description,4,4
kbaa-p100:__COL__:index,3,3
kbaa-p100:matches,96,96
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,19,19
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,36.92307692307693,36.92307692307693
kbaa-p012:__COL__:lastname,21,20
kbaa-p012:__COL__:firstname,21,20
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,21
kbaa-p012:__COL__:deathyear,21,21
kbaa-p012:__COL__:title,21,19
kbaa-p012:__COL__:city,21,18
kbaa-p012:__COL__:publisher,21,21
kbaa-p012:__COL__:publishyear,21,21
kbaa-p012:__COL__:pagecount,21,20
kbaa-p012:__COL__:library,21,21
kbaa-p012:__COL__:description,18,20
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,270,264
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,21,21
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,98.9010989010989,96.7032967032967
kbaa-p004:__COL__:lastname,19,20
kbaa-p004:__COL__:firstname,20,20
kbaa-p004:__COL__:maidenname,20,20
kbaa-p004:__COL__:birthyear,20,20
kbaa-p004:__COL__:deathyear,20,20
kbaa-p004:__COL__:title,20,20
kbaa-p004:__COL__:city,20,20
kbaa-p004:__COL__:publisher,19,19
kbaa-p004:__COL__:publishyear,20,20
kbaa-p004:__COL__:pagecount,20,19
kbaa-p004:__COL__:library,20,20
kbaa-p004:__COL__:description,20,20
kbaa-p004:__COL__:index,20,20
kbaa-p004:matches,258,258
kbaa-p004:total,260,260
kbaa-p004:mismatch_bool,False,False
kbaa-p004:pred_nrows,20,20
kbaa-p004:pred_adj_nrows,20,20
kbaa-p004:gt_nrows,20,20
kbaa-p004:matches_pct,99.23076923076923,99.23076923076923
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,17
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,19
kbaa-p073:__COL__:deathyear,19,19
kbaa-p073:__COL__:title,19,19
kbaa-p073:__COL__:city,19,19
kbaa-p073:__COL__:publisher,19,19
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,18,19
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,244,245
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,98.78542510121457,99.19028340080972
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,16,17
kbaa-p065:__COL__:city,18,18
kbaa-p065:__COL__:publisher,18,18
kbaa-p065:__COL__:publishyear,19,19
kbaa-p065:__COL__:pagecount,19,17
kbaa-p065:__COL__:library,18,18
kbaa-p065:__COL__:description,15,18
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,237,239
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,95.95141700404858,96.76113360323887
kbaa-p049:__COL__:lastname,18,18
kbaa-p049:__COL__:firstname,18,18
kbaa-p049:__COL__:maidenname,19,19
kbaa-p049:__COL__:birthyear,19,19
kbaa-p049:__COL__:deathyear,19,19
kbaa-p049:__COL__:title,19,19
kbaa-p049:__COL__:city,19,19
kbaa-p049:__COL__:publisher,19,19
kbaa-p049:__COL__:publishyear,19,19
kbaa-p049:__COL__:pagecount,19,19
kbaa-p049:__COL__:library,19,19
kbaa-p049:__COL__:description,17,18
kbaa-p049:__COL__:index,19,19
kbaa-p049:matches,243,244
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,19
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,98.38056680161942,98.78542510121457
kbaa-p008:__COL__:lastname,17,17
kbaa-p008:__COL__:firstname,16,16
kbaa-p008:__COL__:maidenname,22,22
kbaa-p008:__COL__:birthyear,17,17
kbaa-p008:__COL__:deathyear,20,20
kbaa-p008:__COL__:title,14,14
kbaa-p008:__COL__:city,15,16
kbaa-p008:__COL__:publisher,15,15
kbaa-p008:__COL__:publishyear,15,15
kbaa-p008:__COL__:pagecount,16,16
kbaa-p008:__COL__:library,15,15
kbaa-p008:__COL__:description,14,16
kbaa-p008:__COL__:index,15,15
kbaa-p008:matches,211,214
kbaa-p008:total,286,286
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,21,21
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,73.77622377622379,74.82517482517483
kbaa-p009:matches,,293
kbaa-p009:total,,299
kbaa-p009:mismatch_bool,True,False
kbaa-p009:pred_nrows,21,23
kbaa-p009:pred_adj_nrows,21,23
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,,97.9933110367893
kbaa-p048:matches,,
kbaa-p048:total,,
kbaa-p048:mismatch_bool,True,True
kbaa-p048:pred_nrows,20,20
kbaa-p048:pred_adj_nrows,20,20
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,,
kbaa-p121:__COL__:lastname,22,
kbaa-p121:__COL__:firstname,21,
kbaa-p121:__COL__:maidenname,21,
kbaa-p121:__COL__:birthyear,22,
kbaa-p121:__COL__:deathyear,22,
kbaa-p121:__COL__:title,21,
kbaa-p121:__COL__:city,22,
kbaa-p121:__COL__:publisher,22,
kbaa-p121:__COL__:publishyear,22,
kbaa-p121:__COL__:pagecount,22,
kbaa-p121:__COL__:library,22,
kbaa-p121:__COL__:description,22,
kbaa-p121:__COL__:index,22,
kbaa-p121:matches,283,
kbaa-p121:total,286,
kbaa-p121:mismatch_bool,False,True
kbaa-p121:pred_nrows,22,19
kbaa-p121:pred_adj_nrows,22,19
kbaa-p121:gt_nrows,22,22
kbaa-p121:matches_pct,98.95104895104895,
kbaa-p064:__COL__:lastname,21,21
kbaa-p064:__COL__:firstname,21,21
kbaa-p064:__COL__:maidenname,21,21
kbaa-p064:__COL__:birthyear,21,21
kbaa-p064:__COL__:deathyear,21,21
kbaa-p064:__COL__:title,20,21
kbaa-p064:__COL__:city,21,21
kbaa-p064:__COL__:publisher,21,21
kbaa-p064:__COL__:publishyear,21,21
kbaa-p064:__COL__:pagecount,21,20
kbaa-p064:__COL__:library,21,21
kbaa-p064:__COL__:description,21,21
kbaa-p064:__COL__:index,21,21
kbaa-p064:matches,272,272
kbaa-p064:total,273,273
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,21,21
kbaa-p064:pred_adj_nrows,21,21
kbaa-p064:gt_nrows,21,21
kbaa-p064:matches_pct,99.63369963369964,99.63369963369964
kbaa-p072:matches,,243
kbaa-p072:total,,247
kbaa-p072:mismatch_bool,True,False
kbaa-p072:pred_nrows,20,19
kbaa-p072:pred_adj_nrows,20,19
kbaa-p072:gt_nrows,19,19
kbaa-p072:matches_pct,,98.38056680161942
kbaa-p005:matches,,84
kbaa-p005:total,,273
kbaa-p005:mismatch_bool,True,False
kbaa-p005:pred_nrows,19,20
kbaa-p005:pred_adj_nrows,19,21
kbaa-p005:gt_nrows,21,21
kbaa-p005:matches_pct,,30.76923076923077
kbaa-p101:__COL__:lastname,15,15
kbaa-p101:__COL__:firstname,12,11
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,13,13
kbaa-p101:__COL__:deathyear,20,20
kbaa-p101:__COL__:title,12,12
kbaa-p101:__COL__:city,12,13
