,gemini-2.5-flash,gpt-4o
kbaa-p071:__COL__:lastname,19,21
kbaa-p071:__COL__:firstname,15,20
kbaa-p071:__COL__:maidenname,20,20
kbaa-p071:__COL__:birthyear,16,20
kbaa-p071:__COL__:deathyear,20,21
kbaa-p071:__COL__:title,17,17
kbaa-p071:__COL__:city,17,19
kbaa-p071:__COL__:publisher,16,20
kbaa-p071:__COL__:publishyear,15,19
kbaa-p071:__COL__:pagecount,17,21
kbaa-p071:__COL__:library,18,21
kbaa-p071:__COL__:description,15,20
kbaa-p071:__COL__:index,17,21
kbaa-p071:matches,222,260
kbaa-p071:total,273,273
kbaa-p071:mismatch_bool,False,False
kbaa-p071:pred_nrows,20,21
kbaa-p071:pred_adj_nrows,21,21
kbaa-p071:gt_nrows,21,21
kbaa-p071:matches_pct,81.31868131868131,95.23809523809523
kbaa-p070:matches,,
kbaa-p070:total,,
kbaa-p070:mismatch_bool,True,True
kbaa-p070:pred_nrows,17,17
kbaa-p070:pred_adj_nrows,17,17
kbaa-p070:gt_nrows,19,19
kbaa-p070:matches_pct,,
kbaa-p066:__COL__:lastname,18,18
kbaa-p066:__COL__:firstname,18,18
kbaa-p066:__COL__:maidenname,18,18
kbaa-p066:__COL__:birthyear,18,18
kbaa-p066:__COL__:deathyear,17,18
kbaa-p066:__COL__:title,17,17
kbaa-p066:__COL__:city,18,18
kbaa-p066:__COL__:publisher,17,17
kbaa-p066:__COL__:publishyear,18,18
kbaa-p066:__COL__:pagecount,18,18
kbaa-p066:__COL__:library,18,18
kbaa-p066:__COL__:description,14,18
kbaa-p066:__COL__:index,18,18
kbaa-p066:matches,227,232
kbaa-p066:total,234,234
kbaa-p066:mismatch_bool,False,False
kbaa-p066:pred_nrows,18,18
kbaa-p066:pred_adj_nrows,18,18
kbaa-p066:gt_nrows,18,18
kbaa-p066:matches_pct,97.00854700854701,99.14529914529915
kbaa-p119:__COL__:lastname,20,20
kbaa-p119:__COL__:firstname,20,19
kbaa-p119:__COL__:maidenname,20,20
kbaa-p119:__COL__:birthyear,20,20
kbaa-p119:__COL__:deathyear,20,20
kbaa-p119:__COL__:title,20,18
kbaa-p119:__COL__:city,18,18
kbaa-p119:__COL__:publisher,20,19
kbaa-p119:__COL__:publishyear,20,20
kbaa-p119:__COL__:pagecount,20,20
kbaa-p119:__COL__:library,20,20
kbaa-p119:__COL__:description,19,19
kbaa-p119:__COL__:index,20,20
kbaa-p119:matches,257,253
kbaa-p119:total,260,260
kbaa-p119:mismatch_bool,False,False
kbaa-p119:pred_nrows,19,19
kbaa-p119:pred_adj_nrows,20,20
kbaa-p119:gt_nrows,20,20
kbaa-p119:matches_pct,98.84615384615385,97.3076923076923
kbaa-p011:__COL__:lastname,10,
kbaa-p011:__COL__:firstname,7,
kbaa-p011:__COL__:maidenname,19,
kbaa-p011:__COL__:birthyear,8,
kbaa-p011:__COL__:deathyear,14,
kbaa-p011:__COL__:title,3,
kbaa-p011:__COL__:city,8,
kbaa-p011:__COL__:publisher,4,
kbaa-p011:__COL__:publishyear,3,
kbaa-p011:__COL__:pagecount,3,
kbaa-p011:__COL__:library,8,
kbaa-p011:__COL__:description,3,
kbaa-p011:__COL__:index,4,
kbaa-p011:matches,94,
kbaa-p011:total,286,
kbaa-p011:mismatch_bool,False,True
kbaa-p011:pred_nrows,21,20
kbaa-p011:pred_adj_nrows,22,20
kbaa-p011:gt_nrows,22,22
kbaa-p011:matches_pct,32.86713286713287,
kbaa-p007:__COL__:lastname,21,20
kbaa-p007:__COL__:firstname,21,21
kbaa-p007:__COL__:maidenname,21,21
kbaa-p007:__COL__:birthyear,21,21
kbaa-p007:__COL__:deathyear,21,21
kbaa-p007:__COL__:title,15,21
kbaa-p007:__COL__:city,20,21
kbaa-p007:__COL__:publisher,19,21
kbaa-p007:__COL__:publishyear,21,21
kbaa-p007:__COL__:pagecount,21,21
kbaa-p007:__COL__:library,21,21
kbaa-p007:__COL__:description,15,19
kbaa-p007:__COL__:index,21,21
kbaa-p007:matches,258,270
kbaa-p007:total,273,273
kbaa-p007:mismatch_bool,False,False
kbaa-p007:pred_nrows,21,21
kbaa-p007:pred_adj_nrows,21,21
kbaa-p007:gt_nrows,21,21
kbaa-p007:matches_pct,94.5054945054945,98.9010989010989
kbaa-p115:__COL__:lastname,18,18
kbaa-p115:__COL__:firstname,18,17
kbaa-p115:__COL__:maidenname,18,18
kbaa-p115:__COL__:birthyear,18,18
kbaa-p115:__COL__:deathyear,18,18
kbaa-p115:__COL__:title,18,17
kbaa-p115:__COL__:city,17,17
kbaa-p115:__COL__:publisher,18,17
kbaa-p115:__COL__:publishyear,18,18
kbaa-p115:__COL__:pagecount,18,18
kbaa-p115:__COL__:library,17,17
kbaa-p115:__COL__:description,16,18
kbaa-p115:__COL__:index,18,18
kbaa-p115:matches,230,229
kbaa-p115:total,234,234
kbaa-p115:mismatch_bool,False,False
kbaa-p115:pred_nrows,18,18
kbaa-p115:pred_adj_nrows,18,18
kbaa-p115:gt_nrows,18,18
kbaa-p115:matches_pct,98.29059829059828,97.86324786324786
kbaa-p061:__COL__:lastname,20,20
kbaa-p061:__COL__:firstname,19,20
kbaa-p061:__COL__:maidenname,20,20
kbaa-p061:__COL__:birthyear,20,20
kbaa-p061:__COL__:deathyear,20,20
kbaa-p061:__COL__:title,20,20
kbaa-p061:__COL__:city,20,20
kbaa-p061:__COL__:publisher,19,18
kbaa-p061:__COL__:publishyear,20,20
kbaa-p061:__COL__:pagecount,19,19
kbaa-p061:__COL__:library,20,20
kbaa-p061:__COL__:description,18,19
kbaa-p061:__COL__:index,20,20
kbaa-p061:matches,255,256
kbaa-p061:total,260,260
kbaa-p061:mismatch_bool,False,False
kbaa-p061:pred_nrows,20,20
kbaa-p061:pred_adj_nrows,20,20
kbaa-p061:gt_nrows,20,20
kbaa-p061:matches_pct,98.07692307692307,98.46153846153847
kbaa-p124:__COL__:lastname,19,19
kbaa-p124:__COL__:firstname,19,18
kbaa-p124:__COL__:maidenname,19,19
kbaa-p124:__COL__:birthyear,19,19
kbaa-p124:__COL__:deathyear,19,19
kbaa-p124:__COL__:title,19,17
kbaa-p124:__COL__:city,19,19
kbaa-p124:__COL__:publisher,19,19
kbaa-p124:__COL__:publishyear,18,18
kbaa-p124:__COL__:pagecount,19,19
kbaa-p124:__COL__:library,18,18
kbaa-p124:__COL__:description,16,18
kbaa-p124:__COL__:index,19,19
kbaa-p124:matches,242,241
kbaa-p124:total,247,247
kbaa-p124:mismatch_bool,False,False
kbaa-p124:pred_nrows,18,18
kbaa-p124:pred_adj_nrows,19,19
kbaa-p124:gt_nrows,19,19
kbaa-p124:matches_pct,97.97570850202429,97.57085020242914
kbaa-p113:__COL__:lastname,21,21
kbaa-p113:__COL__:firstname,21,22
kbaa-p113:__COL__:maidenname,22,22
kbaa-p113:__COL__:birthyear,22,22
kbaa-p113:__COL__:deathyear,22,22
kbaa-p113:__COL__:title,20,19
kbaa-p113:__COL__:city,21,21
kbaa-p113:__COL__:publisher,22,22
kbaa-p113:__COL__:publishyear,22,22
kbaa-p113:__COL__:pagecount,22,22
kbaa-p113:__COL__:library,22,22
kbaa-p113:__COL__:description,20,22
kbaa-p113:__COL__:index,22,22
kbaa-p113:matches,279,281
kbaa-p113:total,286,286
kbaa-p113:mismatch_bool,False,False
kbaa-p113:pred_nrows,22,22
kbaa-p113:pred_adj_nrows,22,22
kbaa-p113:gt_nrows,22,22
kbaa-p113:matches_pct,97.55244755244755,98.25174825174825
kbaa-p060:__COL__:lastname,18,13
kbaa-p060:__COL__:firstname,18,8
kbaa-p060:__COL__:maidenname,18,17
kbaa-p060:__COL__:birthyear,19,10
kbaa-p060:__COL__:deathyear,19,14
kbaa-p060:__COL__:title,18,8
kbaa-p060:__COL__:city,19,8
kbaa-p060:__COL__:publisher,19,9
kbaa-p060:__COL__:publishyear,19,8
kbaa-p060:__COL__:pagecount,19,8
kbaa-p060:__COL__:library,19,11
kbaa-p060:__COL__:description,18,8
kbaa-p060:__COL__:index,19,8
kbaa-p060:matches,242,130
kbaa-p060:total,247,247
kbaa-p060:mismatch_bool,False,False
kbaa-p060:pred_nrows,19,18
kbaa-p060:pred_adj_nrows,19,19
kbaa-p060:gt_nrows,19,19
kbaa-p060:matches_pct,97.97570850202429,52.63157894736842
kbaa-p063:__COL__:lastname,18,17
kbaa-p063:__COL__:firstname,18,17
kbaa-p063:__COL__:maidenname,17,17
kbaa-p063:__COL__:birthyear,18,18
kbaa-p063:__COL__:deathyear,18,18
kbaa-p063:__COL__:title,16,14
kbaa-p063:__COL__:city,18,18
kbaa-p063:__COL__:publisher,17,18
kbaa-p063:__COL__:publishyear,18,18
kbaa-p063:__COL__:pagecount,17,17
kbaa-p063:__COL__:library,18,18
kbaa-p063:__COL__:description,18,18
kbaa-p063:__COL__:index,18,18
kbaa-p063:matches,229,226
kbaa-p063:total,234,234
kbaa-p063:mismatch_bool,False,False
kbaa-p063:pred_nrows,18,18
kbaa-p063:pred_adj_nrows,18,18
kbaa-p063:gt_nrows,18,18
kbaa-p063:matches_pct,97.86324786324786,96.58119658119658
kbaa-p059:__COL__:lastname,19,20
kbaa-p059:__COL__:firstname,19,20
kbaa-p059:__COL__:maidenname,20,20
kbaa-p059:__COL__:birthyear,20,20
kbaa-p059:__COL__:deathyear,20,20
kbaa-p059:__COL__:title,19,19
kbaa-p059:__COL__:city,19,20
kbaa-p059:__COL__:publisher,20,20
kbaa-p059:__COL__:publishyear,20,20
kbaa-p059:__COL__:pagecount,20,19
kbaa-p059:__COL__:library,20,20
kbaa-p059:__COL__:description,16,17
kbaa-p059:__COL__:index,20,20
kbaa-p059:matches,252,255
kbaa-p059:total,260,260
kbaa-p059:mismatch_bool,False,False
kbaa-p059:pred_nrows,20,19
kbaa-p059:pred_adj_nrows,20,20
kbaa-p059:gt_nrows,20,20
kbaa-p059:matches_pct,96.92307692307692,98.07692307692307
kbaa-p096:__COL__:lastname,5,16
kbaa-p096:__COL__:firstname,4,16
kbaa-p096:__COL__:maidenname,16,18
kbaa-p096:__COL__:birthyear,5,18
kbaa-p096:__COL__:deathyear,11,18
kbaa-p096:__COL__:title,2,16
kbaa-p096:__COL__:city,5,15
kbaa-p096:__COL__:publisher,7,17
kbaa-p096:__COL__:publishyear,3,18
kbaa-p096:__COL__:pagecount,4,17
kbaa-p096:__COL__:library,3,17
kbaa-p096:__COL__:description,3,17
kbaa-p096:__COL__:index,3,18
kbaa-p096:matches,71,221
kbaa-p096:total,234,234
kbaa-p096:mismatch_bool,False,False
kbaa-p096:pred_nrows,17,18
kbaa-p096:pred_adj_nrows,18,18
kbaa-p096:gt_nrows,18,18
kbaa-p096:matches_pct,30.34188034188034,94.44444444444444
kbaa-p038:__COL__:lastname,20,20
kbaa-p038:__COL__:firstname,14,12
kbaa-p038:__COL__:maidenname,21,20
kbaa-p038:__COL__:birthyear,14,14
kbaa-p038:__COL__:deathyear,19,19
kbaa-p038:__COL__:title,11,13
kbaa-p038:__COL__:city,14,14
kbaa-p038:__COL__:publisher,13,13
kbaa-p038:__COL__:publishyear,13,13
kbaa-p038:__COL__:pagecount,13,13
kbaa-p038:__COL__:library,15,15
kbaa-p038:__COL__:description,11,8
kbaa-p038:__COL__:index,12,13
kbaa-p038:matches,190,187
kbaa-p038:total,273,273
kbaa-p038:mismatch_bool,False,False
kbaa-p038:pred_nrows,20,20
kbaa-p038:pred_adj_nrows,21,21
kbaa-p038:gt_nrows,21,21
kbaa-p038:matches_pct,69.59706959706959,68.4981684981685
kbaa-p043:__COL__:lastname,19,20
kbaa-p043:__COL__:firstname,18,19
kbaa-p043:__COL__:maidenname,20,20
kbaa-p043:__COL__:birthyear,20,20
kbaa-p043:__COL__:deathyear,20,20
kbaa-p043:__COL__:title,19,19
kbaa-p043:__COL__:city,20,20
kbaa-p043:__COL__:publisher,20,20
kbaa-p043:__COL__:publishyear,20,20
kbaa-p043:__COL__:pagecount,20,20
kbaa-p043:__COL__:library,19,19
kbaa-p043:__COL__:description,16,17
kbaa-p043:__COL__:index,20,19
kbaa-p043:matches,251,253
kbaa-p043:total,260,260
kbaa-p043:mismatch_bool,False,False
kbaa-p043:pred_nrows,20,19
kbaa-p043:pred_adj_nrows,20,20
kbaa-p043:gt_nrows,20,20
kbaa-p043:matches_pct,96.53846153846153,97.3076923076923
kbaa-p106:__COL__:lastname,19,19
kbaa-p106:__COL__:firstname,18,19
kbaa-p106:__COL__:maidenname,19,19
kbaa-p106:__COL__:birthyear,19,19
kbaa-p106:__COL__:deathyear,19,19
kbaa-p106:__COL__:title,19,16
kbaa-p106:__COL__:city,19,18
kbaa-p106:__COL__:publisher,19,19
kbaa-p106:__COL__:publishyear,19,19
kbaa-p106:__COL__:pagecount,19,19
kbaa-p106:__COL__:library,19,19
kbaa-p106:__COL__:description,18,18
kbaa-p106:__COL__:index,19,19
kbaa-p106:matches,245,242
kbaa-p106:total,247,247
kbaa-p106:mismatch_bool,False,False
kbaa-p106:pred_nrows,18,18
kbaa-p106:pred_adj_nrows,19,19
kbaa-p106:gt_nrows,19,19
kbaa-p106:matches_pct,99.19028340080972,97.97570850202429
kbaa-p151:__COL__:lastname,20,20
kbaa-p151:__COL__:firstname,20,19
kbaa-p151:__COL__:maidenname,21,21
kbaa-p151:__COL__:birthyear,21,21
kbaa-p151:__COL__:deathyear,21,21
kbaa-p151:__COL__:title,20,21
kbaa-p151:__COL__:city,21,21
kbaa-p151:__COL__:publisher,21,20
kbaa-p151:__COL__:publishyear,21,21
kbaa-p151:__COL__:pagecount,21,21
kbaa-p151:__COL__:library,21,20
kbaa-p151:__COL__:description,21,18
kbaa-p151:__COL__:index,21,21
kbaa-p151:matches,270,265
kbaa-p151:total,273,273
kbaa-p151:mismatch_bool,False,False
kbaa-p151:pred_nrows,21,21
kbaa-p151:pred_adj_nrows,21,21
kbaa-p151:gt_nrows,21,21
kbaa-p151:matches_pct,98.9010989010989,97.06959706959707
kbaa-p003:__COL__:lastname,18,19
kbaa-p003:__COL__:firstname,18,18
kbaa-p003:__COL__:maidenname,19,19
kbaa-p003:__COL__:birthyear,19,19
kbaa-p003:__COL__:deathyear,19,19
kbaa-p003:__COL__:title,19,18
kbaa-p003:__COL__:city,19,19
kbaa-p003:__COL__:publisher,19,18
kbaa-p003:__COL__:publishyear,19,19
kbaa-p003:__COL__:pagecount,19,19
kbaa-p003:__COL__:library,19,19
kbaa-p003:__COL__:description,19,19
kbaa-p003:__COL__:index,19,19
kbaa-p003:matches,245,244
kbaa-p003:total,247,247
kbaa-p003:mismatch_bool,False,False
kbaa-p003:pred_nrows,19,19
kbaa-p003:pred_adj_nrows,19,19
kbaa-p003:gt_nrows,19,19
kbaa-p003:matches_pct,99.19028340080972,98.78542510121457
kbaa-p107:__COL__:lastname,22,22
kbaa-p107:__COL__:firstname,22,22
kbaa-p107:__COL__:maidenname,22,22
kbaa-p107:__COL__:birthyear,22,22
kbaa-p107:__COL__:deathyear,22,22
kbaa-p107:__COL__:title,22,21
kbaa-p107:__COL__:city,22,22
kbaa-p107:__COL__:publisher,22,22
kbaa-p107:__COL__:publishyear,22,22
kbaa-p107:__COL__:pagecount,22,22
kbaa-p107:__COL__:library,22,22
kbaa-p107:__COL__:description,20,19
kbaa-p107:__COL__:index,22,22
kbaa-p107:matches,284,282
kbaa-p107:total,286,286
kbaa-p107:mismatch_bool,False,False
kbaa-p107:pred_nrows,21,21
kbaa-p107:pred_adj_nrows,22,22
kbaa-p107:gt_nrows,22,22
kbaa-p107:matches_pct,99.3006993006993,98.6013986013986
kbaa-p039:__COL__:lastname,21,21
kbaa-p039:__COL__:firstname,21,21
kbaa-p039:__COL__:maidenname,21,21
kbaa-p039:__COL__:birthyear,21,21
kbaa-p039:__COL__:deathyear,21,21
kbaa-p039:__COL__:title,18,18
kbaa-p039:__COL__:city,21,21
kbaa-p039:__COL__:publisher,21,20
kbaa-p039:__COL__:publishyear,21,21
kbaa-p039:__COL__:pagecount,21,19
kbaa-p039:__COL__:library,21,21
kbaa-p039:__COL__:description,18,18
kbaa-p039:__COL__:index,21,21
kbaa-p039:matches,267,264
kbaa-p039:total,273,273
kbaa-p039:mismatch_bool,False,False
kbaa-p039:pred_nrows,20,20
kbaa-p039:pred_adj_nrows,21,21
kbaa-p039:gt_nrows,21,21
kbaa-p039:matches_pct,97.8021978021978,96.7032967032967
kbaa-p058:matches,,259
kbaa-p058:total,,273
kbaa-p058:mismatch_bool,True,False
kbaa-p058:pred_nrows,19,20
kbaa-p058:pred_adj_nrows,19,21
kbaa-p058:gt_nrows,21,21
kbaa-p058:matches_pct,,94.87179487179486
kbaa-p062:__COL__:lastname,20,20
kbaa-p062:__COL__:firstname,20,17
kbaa-p062:__COL__:maidenname,21,21
kbaa-p062:__COL__:birthyear,21,21
kbaa-p062:__COL__:deathyear,21,21
kbaa-p062:__COL__:title,20,20
kbaa-p062:__COL__:city,21,21
kbaa-p062:__COL__:publisher,21,21
kbaa-p062:__COL__:publishyear,21,21
kbaa-p062:__COL__:pagecount,21,21
kbaa-p062:__COL__:library,21,21
kbaa-p062:__COL__:description,18,19
kbaa-p062:__COL__:index,21,21
kbaa-p062:matches,267,265
kbaa-p062:total,273,273
kbaa-p062:mismatch_bool,False,False
kbaa-p062:pred_nrows,21,21
kbaa-p062:pred_adj_nrows,21,21
kbaa-p062:gt_nrows,21,21
kbaa-p062:matches_pct,97.8021978021978,97.06959706959707
kbaa-p069:__COL__:lastname,21,21
kbaa-p069:__COL__:firstname,21,20
kbaa-p069:__COL__:maidenname,22,22
kbaa-p069:__COL__:birthyear,22,22
kbaa-p069:__COL__:deathyear,22,22
kbaa-p069:__COL__:title,22,21
kbaa-p069:__COL__:city,22,22
kbaa-p069:__COL__:publisher,21,21
kbaa-p069:__COL__:publishyear,22,22
kbaa-p069:__COL__:pagecount,22,22
kbaa-p069:__COL__:library,21,21
kbaa-p069:__COL__:description,20,22
kbaa-p069:__COL__:index,21,22
kbaa-p069:matches,279,280
kbaa-p069:total,286,286
kbaa-p069:mismatch_bool,False,False
kbaa-p069:pred_nrows,22,22
kbaa-p069:pred_adj_nrows,22,22
kbaa-p069:gt_nrows,22,22
kbaa-p069:matches_pct,97.55244755244755,97.9020979020979
kbaa-p100:__COL__:lastname,20,9
kbaa-p100:__COL__:firstname,20,6
kbaa-p100:__COL__:maidenname,20,20
kbaa-p100:__COL__:birthyear,20,6
kbaa-p100:__COL__:deathyear,20,12
kbaa-p100:__COL__:title,19,2
kbaa-p100:__COL__:city,20,6
kbaa-p100:__COL__:publisher,19,6
kbaa-p100:__COL__:publishyear,20,4
kbaa-p100:__COL__:pagecount,20,4
kbaa-p100:__COL__:library,20,8
kbaa-p100:__COL__:description,17,4
kbaa-p100:__COL__:index,19,3
kbaa-p100:matches,254,90
kbaa-p100:total,260,260
kbaa-p100:mismatch_bool,False,False
kbaa-p100:pred_nrows,20,19
kbaa-p100:pred_adj_nrows,20,20
kbaa-p100:gt_nrows,20,20
kbaa-p100:matches_pct,97.6923076923077,34.61538461538461
kbaa-p012:__COL__:lastname,20,20
kbaa-p012:__COL__:firstname,20,21
kbaa-p012:__COL__:maidenname,21,21
kbaa-p012:__COL__:birthyear,21,21
kbaa-p012:__COL__:deathyear,21,21
kbaa-p012:__COL__:title,19,17
kbaa-p012:__COL__:city,21,20
kbaa-p012:__COL__:publisher,21,20
kbaa-p012:__COL__:publishyear,21,21
kbaa-p012:__COL__:pagecount,21,20
kbaa-p012:__COL__:library,21,21
kbaa-p012:__COL__:description,21,21
kbaa-p012:__COL__:index,21,21
kbaa-p012:matches,269,265
kbaa-p012:total,273,273
kbaa-p012:mismatch_bool,False,False
kbaa-p012:pred_nrows,21,21
kbaa-p012:pred_adj_nrows,21,21
kbaa-p012:gt_nrows,21,21
kbaa-p012:matches_pct,98.53479853479854,97.06959706959707
kbaa-p004:__COL__:lastname,19,19
kbaa-p004:__COL__:firstname,19,20
kbaa-p004:__COL__:maidenname,20,20
kbaa-p004:__COL__:birthyear,20,20
kbaa-p004:__COL__:deathyear,20,20
kbaa-p004:__COL__:title,19,19
kbaa-p004:__COL__:city,20,20
kbaa-p004:__COL__:publisher,19,19
kbaa-p004:__COL__:publishyear,20,20
kbaa-p004:__COL__:pagecount,20,19
kbaa-p004:__COL__:library,20,20
kbaa-p004:__COL__:description,20,20
kbaa-p004:__COL__:index,20,20
kbaa-p004:matches,256,256
kbaa-p004:total,260,260
kbaa-p004:mismatch_bool,False,False
kbaa-p004:pred_nrows,20,20
kbaa-p004:pred_adj_nrows,20,20
kbaa-p004:gt_nrows,20,20
kbaa-p004:matches_pct,98.46153846153847,98.46153846153847
kbaa-p073:__COL__:lastname,19,19
kbaa-p073:__COL__:firstname,17,17
kbaa-p073:__COL__:maidenname,19,19
kbaa-p073:__COL__:birthyear,19,19
kbaa-p073:__COL__:deathyear,19,19
kbaa-p073:__COL__:title,17,17
kbaa-p073:__COL__:city,19,19
kbaa-p073:__COL__:publisher,17,19
kbaa-p073:__COL__:publishyear,19,19
kbaa-p073:__COL__:pagecount,19,19
kbaa-p073:__COL__:library,19,19
kbaa-p073:__COL__:description,16,18
kbaa-p073:__COL__:index,19,19
kbaa-p073:matches,238,242
kbaa-p073:total,247,247
kbaa-p073:mismatch_bool,False,False
kbaa-p073:pred_nrows,19,19
kbaa-p073:pred_adj_nrows,19,19
kbaa-p073:gt_nrows,19,19
kbaa-p073:matches_pct,96.35627530364373,97.97570850202429
kbaa-p065:__COL__:lastname,19,19
kbaa-p065:__COL__:firstname,19,19
kbaa-p065:__COL__:maidenname,19,19
kbaa-p065:__COL__:birthyear,19,19
kbaa-p065:__COL__:deathyear,19,19
kbaa-p065:__COL__:title,15,15
kbaa-p065:__COL__:city,18,19
kbaa-p065:__COL__:publisher,18,19
kbaa-p065:__COL__:publishyear,19,19
kbaa-p065:__COL__:pagecount,19,17
kbaa-p065:__COL__:library,18,18
kbaa-p065:__COL__:description,17,18
kbaa-p065:__COL__:index,19,19
kbaa-p065:matches,238,239
kbaa-p065:total,247,247
kbaa-p065:mismatch_bool,False,False
kbaa-p065:pred_nrows,18,18
kbaa-p065:pred_adj_nrows,19,19
kbaa-p065:gt_nrows,19,19
kbaa-p065:matches_pct,96.35627530364373,96.76113360323887
kbaa-p049:__COL__:lastname,18,10
kbaa-p049:__COL__:firstname,15,3
kbaa-p049:__COL__:maidenname,19,16
kbaa-p049:__COL__:birthyear,19,6
kbaa-p049:__COL__:deathyear,19,12
kbaa-p049:__COL__:title,18,0
kbaa-p049:__COL__:city,19,2
kbaa-p049:__COL__:publisher,19,1
kbaa-p049:__COL__:publishyear,19,0
kbaa-p049:__COL__:pagecount,19,0
kbaa-p049:__COL__:library,19,6
kbaa-p049:__COL__:description,17,0
kbaa-p049:__COL__:index,19,1
kbaa-p049:matches,239,57
kbaa-p049:total,247,247
kbaa-p049:mismatch_bool,False,False
kbaa-p049:pred_nrows,19,18
kbaa-p049:pred_adj_nrows,19,19
kbaa-p049:gt_nrows,19,19
kbaa-p049:matches_pct,96.76113360323887,23.076923076923077
kbaa-p008:__COL__:lastname,22,17
kbaa-p008:__COL__:firstname,21,15
kbaa-p008:__COL__:maidenname,22,22
kbaa-p008:__COL__:birthyear,22,17
kbaa-p008:__COL__:deathyear,22,20
kbaa-p008:__COL__:title,17,11
kbaa-p008:__COL__:city,22,16
kbaa-p008:__COL__:publisher,21,14
kbaa-p008:__COL__:publishyear,22,15
kbaa-p008:__COL__:pagecount,22,16
kbaa-p008:__COL__:library,22,15
kbaa-p008:__COL__:description,18,16
kbaa-p008:__COL__:index,22,15
kbaa-p008:matches,275,209
kbaa-p008:total,286,286
kbaa-p008:mismatch_bool,False,False
kbaa-p008:pred_nrows,22,21
kbaa-p008:pred_adj_nrows,22,22
kbaa-p008:gt_nrows,22,22
kbaa-p008:matches_pct,96.15384615384616,73.07692307692307
kbaa-p009:matches,,292
kbaa-p009:total,,299
kbaa-p009:mismatch_bool,True,False
kbaa-p009:pred_nrows,21,23
kbaa-p009:pred_adj_nrows,21,23
kbaa-p009:gt_nrows,23,23
kbaa-p009:matches_pct,,97.65886287625418
kbaa-p048:__COL__:lastname,20,
kbaa-p048:__COL__:firstname,22,
kbaa-p048:__COL__:maidenname,22,
kbaa-p048:__COL__:birthyear,22,
kbaa-p048:__COL__:deathyear,22,
kbaa-p048:__COL__:title,21,
kbaa-p048:__COL__:city,21,
kbaa-p048:__COL__:publisher,22,
kbaa-p048:__COL__:publishyear,22,
kbaa-p048:__COL__:pagecount,21,
kbaa-p048:__COL__:library,22,
kbaa-p048:__COL__:description,22,
kbaa-p048:__COL__:index,22,
kbaa-p048:matches,281,
kbaa-p048:total,286,
kbaa-p048:mismatch_bool,False,True
kbaa-p048:pred_nrows,22,20
kbaa-p048:pred_adj_nrows,22,20
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,98.25174825174825,
kbaa-p121:__COL__:lastname,22,
kbaa-p121:__COL__:firstname,20,
kbaa-p121:__COL__:maidenname,22,
kbaa-p121:__COL__:birthyear,22,
kbaa-p121:__COL__:deathyear,22,
